Date,Hour,PJM-E,PJM-W,NI,DAY,AEP,DUQ,DOM
12/26/07,100,28053,4957,9893,1699,14544,1453,9505
12/26/07,200,27260,4862,9444,1662,14323,1408,9323
12/26/07,300,26924,4873,9180,1651,14266,1383,9234
12/26/07,400,27005,4872,9083,1665,14214,1384,9285
12/26/07,500,27679,5002,9091,1707,14432,1419,9527
12/26/07,600,29389,5236,9389,1811,15145,1503,10068
12/26/07,700,31900,5588,10120,1979,16202,1587,10819
12/26/07,800,33976,5904,11141,2129,17162,1696,11427
12/26/07,900,35262,6088,11673,2182,17523,1721,11815
12/26/07,1000,36338,6268,11873,2209,17721,1749,12206
12/26/07,1100,36962,6393,11991,2213,17732,1775,12509
12/26/07,1200,37212,6342,12046,2168,17341,1783,12684
12/26/07,1300,37151,6301,12024,2103,16944,1782,12581
12/26/07,1400,37124,6201,11887,2045,16532,1776,12471
12/26/07,1500,36933,6091,11815,1995,16011,1749,12381
12/26/07,1600,37149,6029,11772,1945,15660,1760,12390
12/26/07,1700,38770,6154,11913,1949,15832,1769,12669
12/26/07,1800,40637,6609,12797,2116,17098,1900,13360
12/26/07,1900,40454,6784,13437,2226,17931,1920,13343
12/26/07,2000,39647,6721,13294,2221,17988,1901,13103
12/26/07,2100,38776,6636,13097,2192,18091,1891,12798
12/26/07,2200,36961,6392,12825,2137,17755,1857,12201
12/26/07,2300,34425,6023,12320,2015,17042,1752,11451
12/26/07,2400,31603,5582,11473,1873,16134,1615,10673
12/25/07,100,28287,5014,10891,1828,15108,1466,9463
12/25/07,200,26863,4805,10338,1753,14675,1393,9156
12/25/07,300,26052,4730,9928,1703,14441,1340,9036
12/25/07,400,25722,4723,9640,1690,14348,1323,9061
12/25/07,500,25924,4796,9497,1704,14458,1333,9221
12/25/07,600,26660,4915,9491,1746,14748,1349,9543
12/25/07,700,27803,5100,9669,1808,15270,1395,10061
12/25/07,800,28903,5386,9947,1889,15854,1432,10537
12/25/07,900,29789,5514,9987,1940,16290,1459,10803
12/25/07,1000,30258,5524,10056,1954,16274,1476,10611
12/25/07,1100,30367,5437,10131,1939,15929,1487,10287
12/25/07,1200,30151,5350,10129,1896,15397,1481,9960
12/25/07,1300,29647,5138,10070,1816,14634,1471,9618
12/25/07,1400,28949,4891,9923,1723,13829,1452,9304
12/25/07,1500,28298,4696,9747,1655,13309,1420,9068
12/25/07,1600,28093,4635,9566,1595,13119,1407,9004
12/25/07,1700,29235,4743,9592,1607,13323,1431,9281
12/25/07,1800,31989,5216,10352,1743,14498,1564,10261
12/25/07,1900,32388,5441,11136,1871,15286,1599,10534
12/25/07,2000,32645,5558,11202,1903,15575,1604,10636
12/25/07,2100,32868,5652,11199,1920,15839,1616,10711
12/25/07,2200,32607,5616,11161,1916,15843,1610,10660
12/25/07,2300,31458,5421,10987,1869,15518,1591,10346
12/25/07,2400,29560,5174,10509,1766,14902,1516,9866
12/24/07,100,26523,4946,11575,1941,15813,1504,8450
12/24/07,200,25429,4810,10933,1856,15470,1449,8163
12/24/07,300,25043,4777,10499,1824,15213,1411,8176
12/24/07,400,25038,4770,10265,1806,15181,1408,8267
12/24/07,500,25652,4836,10191,1825,15382,1418,8659
12/24/07,600,27032,5041,10244,1872,15717,1475,9306
12/24/07,700,29145,5305,10512,1973,16415,1556,10105
12/24/07,800,30777,5603,10996,2082,17155,1623,10770
12/24/07,900,31940,5767,11294,2155,17541,1656,11123
12/24/07,1000,32653,5910,11569,2231,17687,1717,11078
12/24/07,1100,32833,5867,11885,2274,17714,1766,10901
12/24/07,1200,32574,5804,12014,2273,17219,1778,10566
12/24/07,1300,31966,5628,11979,2231,16680,1707,10212
12/24/07,1400,31445,5483,11906,2170,16232,1695,9871
12/24/07,1500,31122,5349,11797,2079,15834,1680,9726
12/24/07,1600,31199,5355,11705,2004,15515,1647,9607
12/24/07,1700,32839,5456,11769,1984,15611,1672,10034
12/24/07,1800,35589,5888,12510,2097,16422,1792,11113
12/24/07,1900,34916,5856,13003,2143,16519,1793,11116
12/24/07,2000,33886,5701,12683,2088,16391,1745,10930
12/24/07,2100,33378,5726,12389,2071,16473,1732,10859
12/24/07,2200,32821,5707,12184,2051,16532,1712,10746
12/24/07,2300,31780,5586,11954,1999,16290,1676,10444
12/24/07,2400,30111,5310,11503,1918,15755,1564,9966
12/23/07,100,28263,4876,10303,1601,14129,1441,9075
12/23/07,200,26840,4657,9700,1529,13626,1382,8710
12/23/07,300,25950,4548,9228,1486,13247,1331,8489
12/23/07,400,25574,4540,8885,1462,13068,1305,8404
12/23/07,500,25545,4495,8821,1464,13064,1308,8438
12/23/07,600,25965,4574,9164,1484,13159,1316,8628
12/23/07,700,26957,4731,9537,1556,13479,1352,8990
12/23/07,800,28279,4965,10072,1662,14394,1401,9509
12/23/07,900,29661,5236,10430,1778,15212,1439,10019
12/23/07,1000,30878,5471,10830,1887,15692,1509,10379
12/23/07,1100,31441,5498,11120,1955,15726,1547,10334
12/23/07,1200,31621,5452,11359,2014,15833,1554,10212
12/23/07,1300,31646,5505,11487,2053,16019,1577,10063
12/23/07,1400,31440,5466,11618,2073,16065,1582,9870
12/23/07,1500,31241,5383,11683,2085,15981,1592,9740
12/23/07,1600,31434,5345,11727,2074,15893,1630,9685
12/23/07,1700,32891,5460,11945,2111,16270,1637,9841
12/23/07,1800,34597,5798,12840,2254,17470,1786,10596
12/23/07,1900,34550,5942,13661,2338,17985,1820,10676
12/23/07,2000,34111,5961,13712,2341,18105,1821,10587
12/23/07,2100,33384,5891,13643,2314,18040,1807,10331
12/23/07,2200,32359,5836,13410,2276,17874,1782,10012
12/23/07,2300,30667,5618,13068,2173,17374,1719,9571
12/23/07,2400,28500,5265,12440,2055,16644,1616,9022
12/22/07,100,29687,5248,11118,1775,15516,1503,9670
12/22/07,200,28315,4975,10352,1681,15045,1436,9287
12/22/07,300,27643,4901,9861,1625,14754,1409,9069
12/22/07,400,27345,4827,9575,1598,14588,1391,8990
12/22/07,500,27456,4852,9412,1604,14670,1401,9077
12/22/07,600,28270,4984,9497,1637,14993,1406,9364
12/22/07,700,29655,5183,9691,1715,15629,1465,9794
12/22/07,800,31120,5465,10211,1831,16357,1513,10367
12/22/07,900,32710,5699,10643,1897,16862,1557,10955
12/22/07,1000,33979,5844,11028,1959,17119,1617,11221
12/22/07,1100,34188,5846,11279,1989,16924,1635,11170
12/22/07,1200,33987,5773,11468,1976,16701,1611,11024
12/22/07,1300,33451,5656,11398,1921,16208,1617,10768
12/22/07,1400,32964,5570,11355,1860,15845,1595,10503
12/22/07,1500,32732,5532,11139,1810,15534,1576,10354
12/22/07,1600,32981,5493,11264,1773,15440,1571,10318
12/22/07,1700,34709,5686,11367,1790,15546,1630,10712
12/22/07,1800,36945,6067,12113,1948,16541,1766,11607
12/22/07,1900,36978,6134,12389,2025,17032,1806,11560
12/22/07,2000,36364,6112,12367,1999,16876,1784,11461
12/22/07,2100,35705,5998,12198,1972,16741,1758,11268
12/22/07,2200,34661,5841,12046,1927,16316,1734,11004
12/22/07,2300,32945,5546,11703,1850,15824,1648,10430
12/22/07,2400,30527,5202,11112,1729,14983,1552,9680
12/21/07,100,30993,5694,11422,2088,16512,1575,10748
12/21/07,200,29792,5571,10681,2004,16053,1517,10370
12/21/07,300,29217,5433,10258,1935,15807,1476,10172
12/21/07,400,29186,5462,10036,1929,15671,1461,10205
12/21/07,500,29790,5551,9953,1959,16051,1510,10428
12/21/07,600,31995,5911,10180,2086,16824,1575,11226
12/21/07,700,35771,6389,10875,2288,17970,1734,12220
12/21/07,800,38029,6714,12063,2454,19052,1828,12856
12/21/07,900,38149,6762,12853,2467,19164,1882,12836
12/21/07,1000,38128,6689,13046,2460,19225,1858,12740
12/21/07,1100,37943,6622,13056,2460,19055,1863,12475
12/21/07,1200,37325,6488,13023,2411,18793,1859,12242
12/21/07,1300,36654,6331,12896,2376,18324,1851,11913
12/21/07,1400,36265,6141,12705,2347,18017,1839,11569
12/21/07,1500,35869,6108,12626,2305,17744,1813,11315
12/21/07,1600,35997,6097,12623,2267,17525,1793,11350
12/21/07,1700,37604,6311,12756,2281,17651,1833,11775
12/21/07,1800,40298,6757,13594,2394,18716,1963,12809
12/21/07,1900,40106,6776,14086,2410,18961,1963,12841
12/21/07,2000,39244,6684,13869,2365,18861,1924,12604
12/21/07,2100,38419,6573,13640,2304,18601,1903,12293
12/21/07,2200,36957,6392,13357,2229,18366,1854,11892
12/21/07,2300,34756,6048,12855,2102,17479,1756,11232
12/21/07,2400,32066,5601,12054,1946,16473,1627,10375
12/20/07,100,30693,5840,11823,2183,17482,1548,11132
12/20/07,200,29694,5669,11112,2119,17104,1478,10975
12/20/07,300,29300,5608,10752,2073,17035,1452,10955
12/20/07,400,29269,5634,10548,2071,17195,1464,11122
12/20/07,500,30089,5765,10493,2114,17511,1477,11608
12/20/07,600,32376,6198,10722,2254,18436,1560,12589
12/20/07,700,36544,6667,11442,2481,20118,1714,13934
12/20/07,800,38484,6958,12682,2638,21109,1829,14394
12/20/07,900,38005,6847,13307,2615,20929,1875,13867
12/20/07,1000,37266,6715,13409,2591,20318,1883,13069
12/20/07,1100,36580,6533,13387,2569,19681,1876,12427
12/20/07,1200,35900,6355,13266,2500,19048,1849,11793
12/20/07,1300,35255,6176,13144,2453,18444,1814,11306
12/20/07,1400,34883,6063,13021,2427,18065,1802,10990
12/20/07,1500,34693,5951,13044,2399,17681,1773,10734
12/20/07,1600,34952,5909,13016,2370,17617,1769,10790
12/20/07,1700,36939,6209,13093,2419,17755,1805,11356
12/20/07,1800,40591,6884,14034,2586,19251,1884,12737
12/20/07,1900,40989,7094,14684,2654,19870,1998,13213
12/20/07,2000,40709,7132,14536,2638,19760,1985,13328
12/20/07,2100,40239,7094,14335,2601,19832,1960,13320
12/20/07,2200,38935,6952,14023,2531,19484,1909,13019
12/20/07,2300,36364,6594,13454,2388,18560,1855,12327
12/20/07,2400,33295,6086,12472,2221,17431,1823,11394
12/19/07,100,31725,5913,11645,2060,17275,1557,10687
12/19/07,200,30561,5766,10967,1994,16761,1517,10420
12/19/07,300,30118,5631,10605,1945,16502,1483,10350
12/19/07,400,30089,5641,10424,1940,16437,1490,10436
12/19/07,500,30755,5748,10405,1969,16621,1491,10870
12/19/07,600,32999,6077,10674,2101,17547,1560,11775
12/19/07,700,36974,6673,11426,2348,19044,1702,13160
12/19/07,800,39013,6978,12764,2523,19827,1814,13659
12/19/07,900,38818,6981,13433,2482,19518,1893,13324
12/19/07,1000,38411,6912,13447,2467,19349,1914,12933
12/19/07,1100,38028,6841,13367,2460,19273,1965,12557
12/19/07,1200,37526,6780,13343,2416,18906,1968,12323
12/19/07,1300,37115,6722,13183,2386,18631,1941,12094
12/19/07,1400,36926,6667,13006,2374,18397,1885,11979
12/19/07,1500,36864,6541,12978,2350,18023,1877,11770
12/19/07,1600,37209,6572,12906,2316,17787,1865,11676
12/19/07,1700,39276,6745,13047,2352,18051,1927,12065
12/19/07,1800,41883,7154,14056,2541,19385,2024,13225
12/19/07,1900,41893,7278,14919,2651,20059,2053,13599
12/19/07,2000,41303,7269,14875,2647,20231,1994,13547
12/19/07,2100,40594,7220,14637,2635,20345,1951,13524
12/19/07,2200,38825,6990,14418,2586,20112,1928,13140
12/19/07,2300,36153,6602,13899,2447,19203,1775,12387
12/19/07,2400,32951,6161,12888,2284,18279,1637,11609
12/18/07,100,32582,6390,12200,2340,19072,1622,11927
12/18/07,200,31570,6288,11484,2267,18718,1581,11805
12/18/07,300,31182,6213,11078,2221,18718,1528,11870
12/18/07,400,31298,6223,10885,2203,18752,1531,11995
12/18/07,500,32201,6371,10856,2249,19008,1557,12531
12/18/07,600,34779,6738,11082,2383,19946,1641,13553
12/18/07,700,38962,7323,11811,2616,21581,1810,14877
12/18/07,800,40791,7598,13058,2758,22432,1910,15315
12/18/07,900,40247,7429,13695,2711,22050,1924,14737
12/18/07,1000,39367,7100,13687,2677,21316,1925,13808
12/18/07,1100,38601,6920,13645,2628,20870,1917,13018
12/18/07,1200,37736,6696,13581,2542,20049,1878,12424
12/18/07,1300,36897,6527,13420,2485,19336,1856,11916
12/18/07,1400,36415,6435,13265,2516,18838,1856,11657
12/18/07,1500,36214,6379,13206,2464,18520,1840,11503
12/18/07,1600,36540,6399,13055,2404,18496,1850,11571
12/18/07,1700,38672,6667,13131,2425,18853,1883,12267
12/18/07,1800,42360,7246,14077,2606,20150,2047,13636
12/18/07,1900,42662,7385,14950,2680,20662,2054,13940
12/18/07,2000,42321,7418,14854,2653,20726,2025,13862
12/18/07,2100,41707,7381,14633,2611,20589,1999,13764
12/18/07,2200,40059,7163,14376,2528,20257,1978,13244
12/18/07,2300,37216,6748,13812,2369,19247,1843,12282
12/18/07,2400,33991,6208,12747,2194,18180,1663,11357
12/17/07,100,31364,5929,11485,2181,17743,1585,10642
12/17/07,200,30549,5849,10970,2141,17444,1528,10453
12/17/07,300,30289,5863,10668,2141,17334,1533,10425
12/17/07,400,30373,5867,10502,2160,17430,1513,10670
12/17/07,500,31273,6018,10605,2223,17895,1529,11120
12/17/07,600,33636,6376,10934,2356,18938,1623,12129
12/17/07,700,37674,6891,11766,2581,20561,1769,13565
12/17/07,800,39669,7192,13113,2756,21517,1879,14108
12/17/07,900,39593,7240,13818,2761,21543,1924,13591
12/17/07,1000,39277,7185,13988,2751,21370,1928,13102
12/17/07,1100,39062,7153,13991,2744,21215,1932,12880
12/17/07,1200,38685,7057,13930,2713,20962,1915,12535
12/17/07,1300,38357,7031,13870,2687,20747,1909,12221
12/17/07,1400,38076,6947,13757,2672,20696,1942,11864
12/17/07,1500,37650,6838,13697,2649,20445,1950,11718
12/17/07,1600,37829,6864,13587,2605,20359,1943,11730
12/17/07,1700,39825,7119,13664,2616,20816,2001,12409
12/17/07,1800,43572,7638,14605,2811,21936,2117,13966
12/17/07,1900,43787,7809,15500,2908,22322,2137,14332
12/17/07,2000,43308,7779,15405,2878,22351,2116,14421
12/17/07,2100,42691,7630,15264,2857,22329,2082,14409
12/17/07,2200,41094,7522,14977,2778,21972,2022,14038
12/17/07,2300,38173,7108,14418,2627,21028,1908,13266
12/17/07,2400,34799,6631,13381,2449,19826,1733,12373
12/16/07,100,31138,5492,11464,1871,15979,1510,10197
12/16/07,200,29906,5320,10821,1786,15304,1443,9807
12/16/07,300,29194,5211,10355,1744,14893,1410,9535
12/16/07,400,28744,5102,10123,1710,14856,1384,9476
12/16/07,500,28612,5051,10009,1729,14877,1381,9435
12/16/07,600,28669,5097,10047,1783,15134,1387,9569
12/16/07,700,29270,5261,10210,1857,15527,1427,9913
12/16/07,800,30425,5522,10616,1969,16163,1475,10422
12/16/07,900,31806,5766,10650,2069,16935,1553,10858
12/16/07,1000,33354,5982,10908,2195,17490,1612,11360
12/16/07,1100,34298,6065,10974,2253,17772,1653,11509
12/16/07,1200,34715,6150,11128,2262,17936,1658,11369
12/16/07,1300,34916,6155,11143,2273,18177,1699,11091
12/16/07,1400,34537,6167,11165,2260,18368,1724,10678
12/16/07,1500,34164,6166,11094,2254,18356,1724,10541
12/16/07,1600,34214,6246,11120,2232,18459,1761,10584
12/16/07,1700,35885,6568,11377,2297,18921,1833,11167
12/16/07,1800,39116,7076,12518,2497,20170,1970,12557
12/16/07,1900,39647,7197,13658,2585,20633,1996,13047
12/16/07,2000,39583,7224,13742,2560,20535,1986,13142
12/16/07,2100,39267,7083,13737,2532,20287,1945,13130
12/16/07,2200,37975,6908,13570,2475,19807,1890,12703
12/16/07,2300,35752,6565,13085,2383,18994,1758,11976
12/16/07,2400,33175,6211,12296,2274,18378,1663,11146
12/15/07,100,30751,5570,11815,2004,16211,1564,9778
12/15/07,200,29593,5391,11111,1929,15833,1497,9487
12/15/07,300,29069,5270,10566,1879,15576,1462,9452
12/15/07,400,28948,5290,10259,1857,15507,1454,9455
12/15/07,500,29258,5404,10208,1871,15700,1457,9645
12/15/07,600,30282,5591,10287,1937,16097,1499,10032
12/15/07,700,31820,5836,10618,2024,16701,1543,10578
12/15/07,800,33359,6111,11230,2148,17509,1619,11214
12/15/07,900,35092,6292,11611,2237,18146,1676,11692
12/15/07,1000,35840,6411,11969,2315,18544,1715,11929
12/15/07,1100,35687,6423,12253,2354,18809,1762,12008
12/15/07,1200,35264,6378,12402,2385,18722,1736,11794
12/15/07,1300,34824,6286,12357,2376,18510,1739,11724
12/15/07,1400,34377,6310,12300,2358,18378,1719,11636
12/15/07,1500,34277,6360,12080,2333,18137,1726,11626
12/15/07,1600,34833,6349,12046,2301,17980,1739,11789
12/15/07,1700,37197,6586,12108,2349,18415,1799,12388
12/15/07,1800,39659,6964,12971,2503,19495,1908,13077
12/15/07,1900,39553,6955,13612,2526,19601,1915,13047
12/15/07,2000,38967,6851,13590,2453,19410,1906,12804
12/15/07,2100,38254,6728,13418,2389,18992,1856,12511
12/15/07,2200,37181,6529,13233,2289,18638,1801,12130
12/15/07,2300,35346,6228,12868,2150,17868,1739,11543
12/15/07,2400,33047,5820,12290,2006,16828,1604,10809
12/14/07,100,30220,5476,11730,2082,15897,1572,8799
12/14/07,200,29127,5322,11040,2020,15452,1494,8517
12/14/07,300,28672,5211,10683,1964,15319,1493,8451
12/14/07,400,28553,5207,10497,1967,15382,1468,8500
12/14/07,500,29265,5409,10489,1999,15618,1480,8840
12/14/07,600,31402,5780,10764,2126,16520,1561,9712
12/14/07,700,35404,6347,11538,2365,18179,1727,11104
12/14/07,800,37496,6654,12873,2513,19069,1834,11755
12/14/07,900,37519,6658,13542,2530,18931,1874,11552
12/14/07,1000,37254,6509,13623,2524,18743,1887,11208
12/14/07,1100,36557,6393,13601,2525,18683,1914,10929
12/14/07,1200,35726,6300,13565,2489,18430,1899,10620
12/14/07,1300,35066,6155,13470,2471,18282,1894,10296
12/14/07,1400,34770,6166,13314,2453,18236,1892,10054
12/14/07,1500,34633,6095,13264,2425,17988,1873,9893
12/14/07,1600,34861,6084,13191,2380,17828,1884,9872
12/14/07,1700,36726,6392,13293,2411,18024,1971,10407
12/14/07,1800,39833,6862,14243,2535,19127,2061,11700
12/14/07,1900,39808,6907,14900,2570,19340,2027,11941
12/14/07,2000,39151,6758,14760,2516,19232,1984,11883
12/14/07,2100,38394,6758,14505,2477,18946,1939,11666
12/14/07,2200,37273,6609,14169,2419,18802,1857,11407
12/14/07,2300,35192,6263,13737,2311,17989,1794,10959
12/14/07,2400,32663,5836,12824,2145,17004,1684,10291
12/13/07,100,29085,5364,11405,1998,15423,1584,8124
12/13/07,200,28081,5186,10699,1940,15057,1534,7880
12/13/07,300,27633,5076,10276,1893,14940,1526,7809
12/13/07,400,27608,5136,10068,1880,14892,1495,7821
12/13/07,500,28333,5229,10060,1920,15191,1536,8134
12/13/07,600,30710,5604,10333,2052,16101,1619,9096
12/13/07,700,34676,6198,11093,2306,17668,1757,10555
12/13/07,800,37184,6554,12378,2479,18647,1860,11248
12/13/07,900,37683,6624,13121,2476,18562,1898,11133
12/13/07,1000,38250,6629,13253,2472,18531,1930,11127
12/13/07,1100,38777,6682,13356,2471,18459,1935,11089
12/13/07,1200,39078,6714,13467,2456,18281,1935,10983
12/13/07,1300,39057,6651,13522,2440,18156,1933,10873
12/13/07,1400,39207,6653,13557,2449,18182,1931,10910
12/13/07,1500,39149,6570,13705,2439,18040,1940,10819
12/13/07,1600,39249,6569,13696,2419,17904,1935,10860
12/13/07,1700,40916,6713,13747,2474,18326,1954,11376
12/13/07,1800,42786,7095,14534,2601,19286,2049,12328
12/13/07,1900,42472,7076,15124,2642,19330,2059,12289
12/13/07,2000,41659,7013,14944,2634,19202,2050,12142
12/13/07,2100,40528,6900,14758,2588,19157,1995,11849
12/13/07,2200,38561,6663,14437,2519,18852,1933,11330
12/13/07,2300,35416,6261,13871,2377,17827,1816,10404
12/13/07,2400,32332,5742,12795,2194,16644,1661,9385
12/12/07,100,27774,4964,11483,1839,14721,1436,8378
12/12/07,200,26533,4821,10817,1776,14252,1365,8008
12/12/07,300,25996,4667,10426,1739,14050,1337,7949
12/12/07,400,25798,4643,10228,1744,14055,1374,7934
12/12/07,500,26331,4766,10241,1790,14301,1369,8133
12/12/07,600,28418,5128,10502,1924,15195,1409,8901
12/12/07,700,32239,5674,11347,2193,16806,1588,10180
12/12/07,800,34232,5960,12687,2383,17722,1750,10625
12/12/07,900,34378,5977,13324,2385,17584,1795,10295
12/12/07,1000,34438,5916,13397,2390,17491,1797,10098
12/12/07,1100,34595,5928,13325,2394,17505,1866,10094
12/12/07,1200,34491,5961,13371,2364,17454,1855,10067
12/12/07,1300,34203,5958,13479,2331,17174,1850,10007
12/12/07,1400,34005,5920,13005,2298,17111,1869,9924
