Date,Hour,PJM-E,PJM-W,NI,DAY,AEP,DUQ,DOM
12/26/06,2100,35131,6144,13171,2259,17387,1806,11089
12/26/06,2200,33684,5963,12954,2181,17019,1760,10656
12/26/06,2300,31386,5601,12497,2046,16298,1675,10062
12/26/06,2400,28654,5192,11597,1914,15389,1557,9302
12/25/06,100,27137,4893,10012,1642,13201,1391,9277
12/25/06,200,25821,4668,9431,1558,12657,1322,8985
12/25/06,300,25126,4555,8985,1515,12350,1277,8843
12/25/06,400,24954,4545,8694,1495,12191,1246,8796
12/25/06,500,25142,4489,8571,1502,12210,1241,8867
12/25/06,600,25832,4615,8584,1537,12456,1257,9113
12/25/06,700,26841,4776,8768,1599,12925,1306,9432
12/25/06,800,27911,5047,9024,1691,13532,1329,9845
12/25/06,900,29055,5243,9164,1769,14009,1378,10201
12/25/06,1000,30106,5381,9326,1853,14596,1405,10450
12/25/06,1100,30608,5435,9561,1910,14930,1438,10529
12/25/06,1200,30683,5458,9716,1905,14940,1441,10580
12/25/06,1300,30566,5388,9838,1869,14512,1448,10512
12/25/06,1400,30296,5237,9915,1822,13969,1443,10287
12/25/06,1500,30070,5102,9887,1797,13647,1463,10105
12/25/06,1600,30029,5030,9877,1769,13582,1485,10012
12/25/06,1700,31156,5153,10044,1786,13654,1523,10121
12/25/06,1800,32405,5369,10811,1877,14312,1592,10363
12/25/06,1900,32183,5460,11275,1916,14541,1580,10205
12/25/06,2000,31830,5434,11276,1911,14563,1560,10005
12/25/06,2100,31593,5393,11255,1907,14509,1565,9822
12/25/06,2200,30746,5266,11208,1876,14262,1545,9538
12/25/06,2300,29076,5017,11019,1805,13833,1493,9049
12/25/06,2400,26776,4654,10476,1702,13145,1463,8405
12/24/06,100,26008,4533,10498,1698,13718,1349,8572
12/24/06,200,24488,4279,9763,1600,13257,1272,8255
12/24/06,300,23707,4234,9300,1549,12997,1237,8146
12/24/06,400,23347,4228,9023,1534,12863,1204,8121
12/24/06,500,23397,4210,8940,1536,12867,1207,8236
12/24/06,600,23978,4319,8931,1565,12988,1222,8569
12/24/06,700,25089,4481,9044,1632,13470,1275,9062
12/24/06,800,26253,4793,9332,1745,14189,1338,9707
12/24/06,900,27706,5098,9476,1825,14835,1373,10249
12/24/06,1000,28771,5318,9638,1875,15065,1426,10262
12/24/06,1100,29052,5271,9775,1864,14702,1446,9972
12/24/06,1200,28889,5153,9803,1823,14329,1472,9574
12/24/06,1300,28575,5094,9782,1794,13850,1468,9321
12/24/06,1400,28127,5028,9727,1735,13448,1464,9094
12/24/06,1500,27753,4914,9645,1696,12995,1441,8909
12/24/06,1600,27645,4825,9553,1651,12812,1413,8825
12/24/06,1700,29035,4929,9629,1690,12993,1448,9150
12/24/06,1800,32446,5482,10564,1836,14107,1601,10277
12/24/06,1900,32432,5548,11469,1898,14577,1605,10473
12/24/06,2000,31853,5466,11393,1879,14567,1582,10432
12/24/06,2100,31601,5489,11243,1880,14684,1573,10445
12/24/06,2200,31325,5497,11118,1870,14727,1567,10416
12/24/06,2300,30519,5358,10954,1824,14485,1542,10181
12/24/06,2400,28916,5171,10578,1741,13876,1477,9714
12/23/06,100,26605,4522,10645,1710,13124,1322,8129
12/23/06,200,24967,4289,9882,1622,12547,1266,7674
12/23/06,300,23980,4142,9427,1589,12336,1217,7413
12/23/06,400,23434,4090,9171,1578,12148,1194,7301
12/23/06,500,23376,4114,9052,1592,12266,1182,7304
12/23/06,600,23875,4255,9094,1637,12683,1224,7504
12/23/06,700,25028,4465,9364,1729,13238,1257,7927
12/23/06,800,26438,4683,9811,1837,13928,1330,8457
12/23/06,900,28060,4970,10244,1914,14569,1385,8982
12/23/06,1000,29515,5212,10632,1990,15024,1423,9454
12/23/06,1100,30168,5212,11023,2038,15281,1468,9553
12/23/06,1200,30069,5169,11209,2048,15254,1492,9438
12/23/06,1300,29523,5099,11166,2025,14997,1488,9262
12/23/06,1400,28764,4937,11125,1998,14736,1465,9028
12/23/06,1500,28136,4856,10922,1972,14467,1484,8830
12/23/06,1600,28016,4843,10790,1978,14488,1509,8726
12/23/06,1700,29411,5066,10781,1996,14769,1565,8982
12/23/06,1800,33153,5587,11590,2132,15732,1686,10075
12/23/06,1900,33663,5709,12453,2169,16124,1719,10337
12/23/06,2000,33405,5727,12454,2138,16134,1705,10197
12/23/06,2100,33002,5639,12335,2113,16047,1695,10181
12/23/06,2200,32244,5530,12202,2064,15880,1643,9991
12/23/06,2300,30610,5301,11925,1971,15329,1586,9611
12/23/06,2400,28274,4924,11323,1826,14485,1467,9083
12/22/06,100,28093,4986,10784,1817,14062,1443,8686
12/22/06,200,26740,4778,9953,1763,13463,1366,8324
12/22/06,300,26047,4689,9459,1750,13188,1357,8166
12/22/06,400,25870,4604,9252,1702,13001,1340,8141
12/22/06,500,26306,4702,9186,1676,13290,1348,8332
12/22/06,600,28233,4955,9371,1788,14030,1403,8977
12/22/06,700,31778,5412,9986,1957,15156,1527,9939
12/22/06,800,34197,5788,11061,2122,16199,1681,10557
12/22/06,900,34902,5905,11977,2201,16688,1693,10828
12/22/06,1000,35212,5975,12291,2244,16917,1723,10998
12/22/06,1100,35329,5989,12358,2272,17079,1745,11010
12/22/06,1200,35081,5962,12341,2249,16926,1741,10839
12/22/06,1300,34523,5850,12088,2228,16625,1733,10600
12/22/06,1400,34271,5750,11937,2190,16342,1739,10501
12/22/06,1500,34071,5748,11931,2154,16122,1705,10422
12/22/06,1600,34301,5751,11771,2123,15766,1670,10374
12/22/06,1700,36262,5977,11871,2167,15866,1756,10831
12/22/06,1800,38354,6247,12888,2257,16616,1879,11538
12/22/06,1900,38003,6248,13509,2293,16787,1854,11465
12/22/06,2000,37057,6145,13375,2239,16502,1823,11144
12/22/06,2100,35936,5933,13112,2200,16236,1774,10676
12/22/06,2200,34222,5764,12818,2129,15915,1683,10220
12/22/06,2300,31904,5389,12385,2019,15190,1593,9654
12/22/06,2400,29299,4896,11591,1859,14099,1478,8693
12/21/06,100,29460,5329,11271,1917,15044,1513,9957
12/21/06,200,28179,5155,10504,1822,14579,1441,9698
12/21/06,300,27599,5083,10035,1786,14347,1405,9576
12/21/06,400,27442,5039,9828,1764,14310,1411,9570
12/21/06,500,28027,5146,9740,1808,14561,1463,9863
12/21/06,600,30184,5480,9939,1938,15398,1549,10520
12/21/06,700,34101,6067,10670,2138,16816,1688,11724
12/21/06,800,36378,6419,11877,2312,17861,1809,12277
12/21/06,900,36367,6347,12712,2338,17997,1814,12141
12/21/06,1000,36249,6345,13014,2350,17954,1867,11841
12/21/06,1100,36084,6320,13141,2381,17911,1880,11584
12/21/06,1200,35671,6219,13264,2363,17759,1865,11303
12/21/06,1300,34885,6098,13269,2314,17513,1832,11042
12/21/06,1400,34359,5991,13129,2335,17359,1801,10768
12/21/06,1500,33816,5904,13205,2319,17110,1772,10636
12/21/06,1600,33733,5900,13096,2285,16849,1798,10664
12/21/06,1700,35631,6056,13139,2317,17151,1829,11084
12/21/06,1800,39052,6579,13847,2439,18108,1927,12016
12/21/06,1900,39271,6692,14205,2465,18312,1951,12160
12/21/06,2000,38847,6605,14091,2418,18159,1939,11945
12/21/06,2100,38183,6541,13855,2381,17756,1883,11679
12/21/06,2200,36641,6353,13494,2297,17361,1837,11151
12/21/06,2300,33933,5890,12913,2149,16303,1718,10379
12/21/06,2400,30564,5346,11883,1972,15040,1567,9429
12/20/06,100,29495,5633,11346,2083,16012,1578,9871
12/20/06,200,28435,5513,10632,2022,15718,1516,9561
12/20/06,300,28082,5464,10217,1984,15679,1482,9624
12/20/06,400,28325,5521,10047,1976,15763,1453,9836
12/20/06,500,29174,5673,10038,2021,16110,1533,10292
12/20/06,600,31731,6124,10275,2182,17152,1587,11353
12/20/06,700,36092,6754,11029,2421,18859,1756,12842
12/20/06,800,38163,7072,12319,2583,19920,1857,13499
12/20/06,900,37723,6945,13012,2556,19571,1900,13113
12/20/06,1000,36754,6657,13089,2514,19053,1888,12044
12/20/06,1100,35952,6435,13079,2464,18470,1888,11611
12/20/06,1200,35096,6200,13078,2344,17807,1879,11095
12/20/06,1300,34328,5998,13028,2398,17295,1855,10596
12/20/06,1400,33878,5881,12899,2304,16970,1841,10353
12/20/06,1500,33486,5731,12905,2273,16644,1806,10220
12/20/06,1600,33595,5689,12916,2225,16504,1780,10229
12/20/06,1700,35675,5945,13150,2285,16817,1856,10857
12/20/06,1800,39774,6659,14131,2482,18199,1994,12380
12/20/06,1900,40283,6873,14592,2527,18776,2004,12812
12/20/06,2000,39938,6891,14478,2496,18717,2014,12840
12/20/06,2100,39478,6861,14304,2454,18557,1972,12690
12/20/06,2200,37950,6658,14023,2375,18161,1870,12349
12/20/06,2300,35129,6202,13448,2231,17226,1742,11571
12/20/06,2400,31698,5690,12398,2049,16025,1648,10591
12/19/06,100,26550,4979,11186,1968,14555,1493,7935
12/19/06,200,25454,4799,10459,1893,14093,1432,7590
12/19/06,300,24997,4760,10076,1850,13904,1433,7528
12/19/06,400,25086,4798,9883,1844,13872,1408,7572
12/19/06,500,25885,4989,9894,1897,14238,1441,7830
12/19/06,600,28368,5372,10187,2044,15169,1496,8686
12/19/06,700,32719,6029,10979,2308,16951,1664,10123
12/19/06,800,35195,6358,12335,2492,18066,1814,10881
12/19/06,900,35078,6302,13073,2466,17918,1807,10739
12/19/06,1000,34832,6212,13052,2436,17673,1818,10551
12/19/06,1100,34521,6106,12925,2425,17420,1817,10488
12/19/06,1200,33932,6021,12860,2360,17119,1850,10360
12/19/06,1300,33460,5925,12729,2317,16789,1840,10183
12/19/06,1400,33232,5851,12544,2290,16553,1809,10110
12/19/06,1500,33058,5790,12476,2251,16306,1793,9997
12/19/06,1600,33236,5751,12359,2217,16126,1788,9997
12/19/06,1700,35316,6000,12401,2277,16493,1821,10496
12/19/06,1800,39516,6652,13463,2502,18001,1977,11821
12/19/06,1900,40029,6922,14448,2602,18849,2014,12281
12/19/06,2000,39729,6957,14495,2609,18940,2034,12433
12/19/06,2100,39286,6937,14338,2589,18984,1989,12400
12/19/06,2200,37739,6801,14054,2524,18631,1945,12142
12/19/06,2300,34944,6402,13518,2379,17853,1797,11330
12/19/06,2400,31699,5906,12479,2208,16767,1655,10432
12/18/06,100,25362,4440,10052,1661,13501,1329,8022
12/18/06,200,24271,4338,9529,1584,13119,1261,7771
12/18/06,300,23790,4291,9187,1568,13041,1256,7740
12/18/06,400,23785,4317,9127,1570,13084,1243,7845
12/18/06,500,24437,4437,9128,1624,13507,1247,8155
12/18/06,600,26697,4811,9457,1770,14383,1321,9011
12/18/06,700,30893,5429,10314,2074,16004,1463,10407
12/18/06,800,33313,5744,11753,2250,17200,1603,10962
12/18/06,900,33485,5692,12444,2248,17250,1689,10687
12/18/06,1000,33455,5704,12528,2269,17092,1736,10362
12/18/06,1100,33348,5654,12520,2261,16834,1793,10095
12/18/06,1200,33178,5637,12545,2235,16581,1775,9952
12/18/06,1300,32891,5611,12457,2217,16352,1753,9894
12/18/06,1400,32899,5601,12342,2199,16169,1742,9816
12/18/06,1500,32613,5513,12324,2065,15993,1744,9726
12/18/06,1600,32497,5514,12264,2121,15729,1734,9713
12/18/06,1700,34039,5781,12354,2149,16005,1758,9908
12/18/06,1800,37660,6291,13421,2357,17302,1918,11041
12/18/06,1900,37949,6389,14467,2492,18054,1972,11411
12/18/06,2000,37518,6416,14472,2490,18085,1943,11279
12/18/06,2100,36795,6327,14316,2459,17920,1889,11057
12/18/06,2200,35123,6150,14000,2404,17595,1821,10430
12/18/06,2300,32258,5708,13434,2277,16649,1712,9556
12/18/06,2400,28807,5254,12304,2089,15396,1584,8577
12/17/06,100,27843,4937,10224,1636,13807,1359,9552
12/17/06,200,26561,4789,9531,1550,13437,1283,9280
12/17/06,300,25969,4741,9041,1499,13240,1238,9167
12/17/06,400,25734,4704,8716,1473,13165,1222,9232
12/17/06,500,25830,4760,8545,1476,13223,1213,9360
12/17/06,600,26413,4838,8640,1496,13545,1232,9651
12/17/06,700,27512,4961,8743,1571,13922,1266,10067
12/17/06,800,28522,5254,9122,1662,14633,1307,10575
12/17/06,900,29708,5446,9317,1734,15169,1350,10930
12/17/06,1000,30319,5470,9597,1803,15109,1388,10713
12/17/06,1100,30003,5334,9848,1793,14712,1397,10165
12/17/06,1200,29504,5194,10013,1817,14311,1417,9714
12/17/06,1300,29074,5147,10058,1804,14160,1435,9388
12/17/06,1400,28695,5038,10169,1782,13913,1435,9167
12/17/06,1500,28416,4894,10110,1763,13766,1437,8963
12/17/06,1600,28555,4884,10106,1745,13721,1455,8921
12/17/06,1700,30819,5171,10320,1794,14032,1513,9312
12/17/06,1800,34400,5684,11553,1998,15300,1672,10627
12/17/06,1900,34896,5778,12277,2102,15925,1701,10837
12/17/06,2000,34736,5821,12396,2083,15966,1692,10914
12/17/06,2100,34338,5739,12310,2069,16037,1681,10751
12/17/06,2200,32874,5512,12189,2007,15670,1629,10266
12/17/06,2300,30410,5199,11764,1914,15017,1539,9528
12/17/06,2400,27355,4741,10992,1759,14130,1420,8704
12/16/06,100,26758,4882,11153,1893,14606,1413,8667
12/16/06,200,25455,4717,10430,1816,14300,1333,8389
12/16/06,300,24834,4681,9942,1786,14140,1336,8285
12/16/06,400,24659,4694,9678,1776,14150,1309,8383
12/16/06,500,24905,4757,9519,1799,14364,1309,8558
12/16/06,600,25778,4926,9637,1861,14920,1339,8999
12/16/06,700,27415,5165,9897,1968,15688,1389,9651
12/16/06,800,28978,5515,10498,2080,16492,1448,10281
12/16/06,900,30525,5701,10831,2141,16958,1475,10814
12/16/06,1000,31295,5780,11164,2210,16974,1533,10723
12/16/06,1100,31225,5657,11509,2193,16490,1530,10423
12/16/06,1200,30799,5543,11617,2092,15875,1523,10020
12/16/06,1300,30103,5343,11545,2014,15290,1526,9692
12/16/06,1400,29406,5271,11260,1949,14849,1516,9353
12/16/06,1500,28937,5144,11013,1889,14499,1488,9166
12/16/06,1600,29026,5181,11078,1856,14355,1462,9132
12/16/06,1700,31142,5394,11235,1867,14541,1500,9646
12/16/06,1800,34738,5957,12251,2067,15977,1675,10914
12/16/06,1900,35053,6043,12707,2130,16409,1716,11224
12/16/06,2000,34658,6022,12570,2092,16398,1701,11151
12/16/06,2100,34307,6005,12361,2054,16327,1681,11137
12/16/06,2200,33525,5923,12102,2008,16066,1648,10990
12/16/06,2300,32021,5674,11710,1908,15604,1574,10622
12/16/06,2400,29769,5292,11073,1767,14706,1464,10062
12/15/06,100,26832,4969,10814,1862,14555,1437,8576
12/15/06,200,25709,4785,10098,1784,14107,1364,8289
12/15/06,300,25176,4697,9701,1747,14006,1287,8267
12/15/06,400,25058,4747,9512,1731,14039,1291,8345
12/15/06,500,25692,4873,9442,1760,14354,1310,8689
12/15/06,600,27898,5176,9686,1899,15277,1373,9550
12/15/06,700,31984,5783,10482,2146,16937,1537,10937
12/15/06,800,34257,5993,11798,2295,17970,1659,11474
12/15/06,900,34344,5961,12559,2294,17656,1705,11162
12/15/06,1000,34193,5899,12668,2269,17340,1709,10709
12/15/06,1100,33942,5812,12618,2252,17123,1709,10473
12/15/06,1200,33393,5697,12592,2228,16659,1719,10169
12/15/06,1300,32939,5618,12528,2215,16350,1699,9970
12/15/06,1400,32669,5525,12407,2193,16088,1672,9769
12/15/06,1500,32285,5377,12378,2175,15803,1672,9671
12/15/06,1600,32186,5375,12312,2144,15586,1651,9520
12/15/06,1700,33669,5594,12415,2170,15920,1711,9806
12/15/06,1800,37018,6127,13451,2345,17146,1815,11060
12/15/06,1900,37080,6204,14120,2432,17471,1846,11214
12/15/06,2000,36305,6141,14007,2391,17414,1830,11020
12/15/06,2100,35463,6038,13737,2365,17268,1799,10731
12/15/06,2200,34015,5905,13450,2313,17071,1759,10448
12/15/06,2300,31845,5588,13042,2192,16428,1630,9898
12/15/06,2400,29031,5201,12225,2037,15464,1551,9210
12/14/06,100,26603,5091,10990,1888,14957,1469,8646
12/14/06,200,25458,4964,10280,1815,14639,1421,8356
12/14/06,300,24994,4952,9846,1771,14433,1421,8327
12/14/06,400,24872,4956,9636,1773,14610,1385,8420
12/14/06,500,25608,5107,9621,1795,14982,1412,8775
12/14/06,600,27857,5451,9841,1969,15948,1517,9677
12/14/06,700,31988,6128,10592,2220,17650,1667,11127
12/14/06,800,34283,6369,11928,2380,18635,1770,11688
12/14/06,900,34347,6271,12702,2322,18391,1771,11389
12/14/06,1000,34129,6105,12715,2306,17963,1800,10893
12/14/06,1100,33868,5978,12715,2283,17433,1791,10496
12/14/06,1200,33320,5776,12766,2255,17028,1778,10222
12/14/06,1300,32783,5657,12703,2250,16649,1778,9936
12/14/06,1400,32457,5626,12651,2209,16356,1779,9847
12/14/06,1500,32199,5534,12630,2184,16060,1767,9622
12/14/06,1600,32166,5502,12335,2187,15891,1757,9625
12/14/06,1700,33910,5705,12257,2190,16089,1796,9976
12/14/06,1800,37599,6325,13185,2390,17360,1922,11213
12/14/06,1900,37823,6432,14063,2475,17890,1955,11581
12/14/06,2000,37422,6497,14053,2449,17843,1938,11566
12/14/06,2100,36802,6428,13873,2420,17920,1876,11424
12/14/06,2200,35210,6225,13565,2352,17609,1826,11034
12/14/06,2300,32306,5803,12999,2188,16565,1682,10122
12/14/06,2400,29009,5339,11924,2005,15425,1544,9150
12/13/06,100,26924,5066,10846,1844,14380,1439,8829
12/13/06,200,25718,4881,10178,1777,13981,1354,8555
12/13/06,300,25186,4799,9857,1732,13742,1339,8372
12/13/06,400,24989,4845,9692,1711,13667,1331,8411
12/13/06,500,25593,4938,9656,1764,13962,1367,8594
12/13/06,600,27710,5232,9920,1907,14883,1443,9409
12/13/06,700,31747,5919,10746,2160,16538,1607,10686
12/13/06,800,34128,6163,12104,2339,17543,1728,11304
12/13/06,900,34301,6089,12923,2307,17295,1753,11014
12/13/06,1000,34453,6004,12974,2284,17142,1770,10848
12/13/06,1100,34687,5982,12839,2279,17001,1773,10653
12/13/06,1200,34371,5876,12807,2249,16630,1782,10483
12/13/06,1300,33999,5738,12681,2235,16317,1749,10223
12/13/06,1400,33553,5669,12517,2213,16135,1764,10038
12/13/06,1500,33207,5612,12446,2186,15840,1759,9906
12/13/06,1600,33219,5559,12354,2152,15654,1767,9927
12/13/06,1700,34983,5777,12375,2170,15790,1786,10320
12/13/06,1800,38252,6385,13362,2354,17115,1909,11530
12/13/06,1900,38246,6537,14316,2482,17962,1945,11816
12/13/06,2000,37671,6519,14303,2475,18161,1934,11714
12/13/06,2100,36918,6471,14137,2457,18071,1883,11593
12/13/06,2200,35195,6243,13775,2370,17767,1818,11041
12/13/06,2300,32130,5858,13213,2198,16887,1702,10184
12/13/06,2400,28883,5368,12095,2019,15691,1566,9219
12/12/06,100,27405,5255,10960,1907,15395,1475,9669
12/12/06,200,26414,5128,10128,1830,15122,1436,9561
12/12/06,300,25947,5135,9699,1790,14920,1402,9624
12/12/06,400,25985,5149,9486,1771,15018,1400,9848
12/12/06,500,26740,5289,9413,1815,15353,1431,10294
12/12/06,600,29243,5689,9601,1947,16435,1513,11335
12/12/06,700,33444,6332,10404,2187,18170,1678,12842
12/12/06,800,35292,6565,11699,2348,19183,1795,13355
12/12/06,900,35063,6495,12610,2328,18932,1810,12736
12/12/06,1000,34822,6367,12876,2321,18466,1810,11785
12/12/06,1100,34196,6155,12871,2331,18007,1796,11121
12/12/06,1200,33728,5993,12947,2333,17436,1783,10675
12/12/06,1300,33263,5854,12903,2315,17130,1748,10364
12/12/06,1400,33176,5762,12815,2315,16965,1747,10113
