Date,Hour,PJM-E,PJM-W
10/03/02,600,26899,4850
10/03/02,700,30637,5443
10/03/02,800,32929,5664
10/03/02,900,34392,5733
10/03/02,1000,36130,5906
10/03/02,1100,38011,6127
10/03/02,1200,39289,6272
10/03/02,1300,40432,6400
10/03/02,1400,41232,6512
10/03/02,1500,41735,6559
10/03/02,1600,41859,6565
10/03/02,1700,41606,6605
10/03/02,1800,40892,6582
10/03/02,1900,40419,6574
10/03/02,2000,41053,6801
10/03/02,2100,39647,6659
10/03/02,2200,37319,6355
10/03/02,2300,34003,5874
10/03/02,2400,30491,5360
10/02/02,100,25988,4679
10/02/02,200,24636,4486
10/02/02,300,23925,4373
10/02/02,400,23466,4342
10/02/02,500,23694,4360
10/02/02,600,25465,4643
10/02/02,700,29374,5302
10/02/02,800,31615,5485
10/02/02,900,32899,5517
10/02/02,1000,34499,5734
10/02/02,1100,36264,5953
10/02/02,1200,37525,6049
10/02/02,1300,38736,6203
10/02/02,1400,39941,6351
10/02/02,1500,40814,6416
10/02/02,1600,41196,6453
10/02/02,1700,41252,6507
10/02/02,1800,40687,6506
10/02/02,1900,39877,6417
10/02/02,2000,40769,6580
10/02/02,2100,39785,6509
10/02/02,2200,37371,6194
10/02/02,2300,34041,5698
10/02/02,2400,30428,5202
10/01/02,100,23797,4551
10/01/02,200,22612,4399
10/01/02,300,22061,4288
10/01/02,400,21749,4245
10/01/02,500,22072,4314
10/01/02,600,23903,4608
10/01/02,700,27567,5130
10/01/02,800,29578,5344
10/01/02,900,31037,5423
10/01/02,1000,31983,5511
10/01/02,1100,33169,5656
10/01/02,1200,34064,5785
10/01/02,1300,34864,5831
10/01/02,1400,35528,5886
10/01/02,1500,36158,6014
10/01/02,1600,36448,6052
10/01/02,1700,36586,6122
10/01/02,1800,36242,6096
10/01/02,1900,35722,6002
10/01/02,2000,36829,6274
10/01/02,2100,36254,6236
10/01/02,2200,34159,5891
10/01/02,2300,31186,5437
10/01/02,2400,28169,5032
09/30/02,100,22296,4153
09/30/02,200,21287,4026
09/30/02,300,20896,3997
09/30/02,400,20751,3991
09/30/02,500,21216,4052
09/30/02,600,22919,4341
09/30/02,700,26729,4953
09/30/02,800,28979,5213
09/30/02,900,30151,5281
09/30/02,1000,31332,5417
09/30/02,1100,32345,5533
09/30/02,1200,32967,5621
09/30/02,1300,33330,5739
09/30/02,1400,33567,5806
09/30/02,1500,33617,5818
09/30/02,1600,33878,5864
09/30/02,1700,33718,5948
09/30/02,1800,33457,5892
09/30/02,1900,32949,5846
09/30/02,2000,34107,6074
09/30/02,2100,33465,6028
09/30/02,2200,31599,5723
09/30/02,2300,28726,5288
09/30/02,2400,26006,4857
09/29/02,100,22720,3992
09/29/02,200,21426,3795
09/29/02,300,20577,3721
09/29/02,400,20140,3700
09/29/02,500,19950,3699
09/29/02,600,20162,3725
09/29/02,700,20777,3833
09/29/02,800,21292,3994
09/29/02,900,23009,4300
09/29/02,1000,24736,4473
09/29/02,1100,25791,4578
09/29/02,1200,26545,4683
09/29/02,1300,27047,4791
09/29/02,1400,27257,4780
09/29/02,1500,27339,4786
09/29/02,1600,27503,4809
09/29/02,1700,27798,4914
09/29/02,1800,28038,4982
09/29/02,1900,28253,4966
09/29/02,2000,29951,5236
09/29/02,2100,29776,5250
09/29/02,2200,28234,5006
09/29/02,2300,26201,4676
09/29/02,2400,24040,4357
09/28/02,100,27445,4419
09/28/02,200,25860,4224
09/28/02,300,24672,4109
09/28/02,400,23838,4026
09/28/02,500,23245,4022
09/28/02,600,23270,4087
09/28/02,700,24109,4233
09/28/02,800,25028,4434
09/28/02,900,27204,4729
09/28/02,1000,28841,4986
09/28/02,1100,29921,5105
09/28/02,1200,30304,5126
09/28/02,1300,30353,5025
09/28/02,1400,30265,5002
09/28/02,1500,30038,5002
09/28/02,1600,29923,4953
09/28/02,1700,29883,4950
09/28/02,1800,29434,4940
09/28/02,1900,29057,4907
09/28/02,2000,30176,5074
09/28/02,2100,29848,5099
09/28/02,2200,28578,4894
09/28/02,2300,26712,4594
09/28/02,2400,24663,4289
09/27/02,100,23615,4491
09/27/02,200,22551,4379
09/27/02,300,22011,4307
09/27/02,400,21736,4286
09/27/02,500,22073,4279
09/27/02,600,23754,4575
09/27/02,700,27395,5104
09/27/02,800,30018,5351
09/27/02,900,31061,5437
09/27/02,1000,31862,5559
09/27/02,1100,32863,5631
09/27/02,1200,33282,5640
09/27/02,1300,33622,5608
09/27/02,1400,34049,5631
09/27/02,1500,34325,5642
09/27/02,1600,34545,5583
09/27/02,1700,34915,5605
09/27/02,1800,35014,5650
09/27/02,1900,35075,5664
09/27/02,2000,35962,5767
09/27/02,2100,35545,5660
09/27/02,2200,34332,5457
09/27/02,2300,32472,5123
09/27/02,2400,29778,4742
09/26/02,100,24672,4456
09/26/02,200,23421,4350
09/26/02,300,22570,4304
09/26/02,400,22278,4249
09/26/02,500,22650,4315
09/26/02,600,24453,4606
09/26/02,700,28224,5153
09/26/02,800,30617,5447
09/26/02,900,31629,5491
09/26/02,1000,32218,5566
09/26/02,1100,32756,5654
09/26/02,1200,32955,5662
09/26/02,1300,32653,5612
09/26/02,1400,32899,5615
09/26/02,1500,32304,5568
09/26/02,1600,32080,5475
09/26/02,1700,32017,5524
09/26/02,1800,32260,5612
09/26/02,1900,32581,5672
09/26/02,2000,33293,5831
09/26/02,2100,32442,5753
09/26/02,2200,30678,5547
09/26/02,2300,28161,5127
09/26/02,2400,25700,4718
09/25/02,100,24462,4493
09/25/02,200,22783,4329
09/25/02,300,22163,4240
09/25/02,400,21873,4166
09/25/02,500,22092,4272
09/25/02,600,23745,4556
09/25/02,700,27495,5107
09/25/02,800,29634,5330
09/25/02,900,30515,5381
09/25/02,1000,31620,5474
09/25/02,1100,32583,5558
09/25/02,1200,33282,5629
09/25/02,1300,33436,5639
09/25/02,1400,33653,5640
09/25/02,1500,33543,5662
09/25/02,1600,33360,5608
09/25/02,1700,33231,5626
09/25/02,1800,33221,5591
09/25/02,1900,33228,5609
09/25/02,2000,34561,5876
09/25/02,2100,33939,5852
09/25/02,2200,32185,5599
09/25/02,2300,29519,5159
09/25/02,2400,26671,4770
09/24/02,100,24251,4418
09/24/02,200,22957,4298
09/24/02,300,22284,4206
09/24/02,400,21963,4156
09/24/02,500,22130,4235
09/24/02,600,23885,4543
09/24/02,700,27480,5080
09/24/02,800,29524,5256
09/24/02,900,30614,5298
09/24/02,1000,31738,5417
09/24/02,1100,32864,5537
09/24/02,1200,33460,5592
09/24/02,1300,33898,5608
09/24/02,1400,34456,5671
09/24/02,1500,34841,5735
09/24/02,1600,35114,5725
09/24/02,1700,35290,5792
09/24/02,1800,34844,5734
09/24/02,1900,33867,5693
09/24/02,2000,34702,5885
09/24/02,2100,34130,5914
09/24/02,2200,32037,5630
09/24/02,2300,28991,5198
09/24/02,2400,26105,4717
09/23/02,100,28216,4503
09/23/02,200,26923,4371
09/23/02,300,26185,4294
09/23/02,400,25780,4243
09/23/02,500,25956,4293
09/23/02,600,27565,4525
09/23/02,700,31116,5075
09/23/02,800,33067,5345
09/23/02,900,33781,5430
09/23/02,1000,34448,5543
09/23/02,1100,35156,5670
09/23/02,1200,35488,5703
09/23/02,1300,35623,5773
09/23/02,1400,35985,5826
09/23/02,1500,36246,5855
09/23/02,1600,36311,5866
09/23/02,1700,36290,5831
09/23/02,1800,35675,5807
09/23/02,1900,34477,5748
09/23/02,2000,35103,5888
09/23/02,2100,34693,5906
09/23/02,2200,32415,5593
09/23/02,2300,29344,5147
09/23/02,2400,26332,4740
09/22/02,100,28709,4561
09/22/02,200,27025,4379
09/22/02,300,25841,4206
09/22/02,400,24988,4146
09/22/02,500,24577,4139
09/22/02,600,24571,4198
09/22/02,700,25028,4265
09/22/02,800,25839,4397
09/22/02,900,28033,4711
09/22/02,1000,30654,5021
09/22/02,1100,32844,5204
09/22/02,1200,34695,5329
09/22/02,1300,36053,5494
09/22/02,1400,36850,5575
09/22/02,1500,37269,5624
09/22/02,1600,37463,5646
09/22/02,1700,37550,5742
09/22/02,1800,37199,5670
09/22/02,1900,36335,5672
09/22/02,2000,37212,5864
09/22/02,2100,37012,5843
09/22/02,2200,35131,5521
09/22/02,2300,32817,5116
09/22/02,2400,30326,4702
09/21/02,100,28112,5272
09/21/02,200,26359,4983
09/21/02,300,25333,4833
09/21/02,400,24622,4672
09/21/02,500,24381,4660
09/21/02,600,24759,4723
09/21/02,700,25793,4861
09/21/02,800,27017,5024
09/21/02,900,29742,5274
09/21/02,1000,32171,5582
09/21/02,1100,34320,5808
09/21/02,1200,35999,5779
09/21/02,1300,37332,5754
09/21/02,1400,38026,5770
09/21/02,1500,38207,5740
09/21/02,1600,38251,5702
09/21/02,1700,38128,5749
09/21/02,1800,37629,5724
09/21/02,1900,37161,5679
09/21/02,2000,37942,5736
09/21/02,2100,37375,5761
09/21/02,2200,35773,5563
09/21/02,2300,33575,5205
09/21/02,2400,31101,4871
09/20/02,100,26677,5108
09/20/02,200,25378,4910
09/20/02,300,24564,4825
09/20/02,400,24072,4719
09/20/02,500,24338,4703
09/20/02,600,26035,4997
09/20/02,700,29611,5566
09/20/02,800,32026,5769
09/20/02,900,33574,5983
09/20/02,1000,35070,6181
09/20/02,1100,36709,6519
09/20/02,1200,38005,6719
09/20/02,1300,38915,6912
09/20/02,1400,40019,7103
09/20/02,1500,40546,7214
09/20/02,1600,40774,7274
09/20/02,1700,40749,7312
09/20/02,1800,39860,7218
09/20/02,1900,38352,7031
09/20/02,2000,38391,6927
09/20/02,2100,37773,6863
09/20/02,2200,35917,6508
09/20/02,2300,33412,6181
09/20/02,2400,30826,5688
09/19/02,100,26048,4930
09/19/02,200,24811,4783
09/19/02,300,23990,4696
09/19/02,400,23584,4647
09/19/02,500,23842,4639
09/19/02,600,25589,4954
09/19/02,700,29203,5515
09/19/02,800,31519,5768
09/19/02,900,32824,5869
09/19/02,1000,34260,5986
09/19/02,1100,35559,6178
09/19/02,1200,36294,6318
09/19/02,1300,36906,6443
09/19/02,1400,37614,6566
09/19/02,1500,38133,6715
09/19/02,1600,38464,6800
09/19/02,1700,38595,6881
09/19/02,1800,37926,6885
09/19/02,1900,37014,6749
09/19/02,2000,37739,6801
09/19/02,2100,37210,6794
09/19/02,2200,35118,6465
09/19/02,2300,32112,5955
09/19/02,2400,29016,5467
09/18/02,100,25980,4652
09/18/02,200,24595,4485
09/18/02,300,23710,4401
09/18/02,400,23284,4344
09/18/02,500,23490,4377
09/18/02,600,25173,4619
09/18/02,700,28670,5206
09/18/02,800,30771,5433
09/18/02,900,32054,5514
09/18/02,1000,33375,5612
09/18/02,1100,34753,5795
09/18/02,1200,35714,5952
09/18/02,1300,36433,6049
09/18/02,1400,37292,6167
09/18/02,1500,37787,6257
09/18/02,1600,37956,6438
09/18/02,1700,38257,6546
09/18/02,1800,37724,6530
09/18/02,1900,36538,6439
09/18/02,2000,36985,6532
09/18/02,2100,36663,6577
09/18/02,2200,34559,6254
09/18/02,2300,31417,5701
09/18/02,2400,28262,5201
09/17/02,100,27864,4814
09/17/02,200,26036,4610
09/17/02,300,25018,4458
09/17/02,400,24412,4409
09/17/02,500,24523,4419
09/17/02,600,25995,4708
09/17/02,700,29356,5247
09/17/02,800,31534,5415
09/17/02,900,33101,5492
09/17/02,1000,34453,5655
09/17/02,1100,35685,5827
09/17/02,1200,36655,5981
09/17/02,1300,37488,6077
09/17/02,1400,38277,6157
09/17/02,1500,38851,6218
09/17/02,1600,39364,6379
09/17/02,1700,39724,6444
09/17/02,1800,39321,6411
09/17/02,1900,37882,6256
09/17/02,2000,37875,6297
09/17/02,2100,37362,6300
09/17/02,2200,35016,5932
09/17/02,2300,31927,5493
09/17/02,2400,28490,5005
09/16/02,100,27739,4767
09/16/02,200,26418,4597
09/16/02,300,25784,4478
09/16/02,400,25474,4470
09/16/02,500,25757,4526
09/16/02,600,27557,4777
09/16/02,700,30965,5337
09/16/02,800,33572,5626
09/16/02,900,35499,5849
09/16/02,1000,36955,6007
09/16/02,1100,38471,6246
09/16/02,1200,39607,6347
09/16/02,1300,40618,6412
09/16/02,1400,41526,6486
09/16/02,1500,42089,6462
09/16/02,1600,42479,6499
09/16/02,1700,42668,6561
09/16/02,1800,42303,6579
09/16/02,1900,40841,6443
09/16/02,2000,40752,6416
09/16/02,2100,40262,6512
09/16/02,2200,37688,6158
09/16/02,2300,34062,5631
09/16/02,2400,30581,5142
09/15/02,100,28152,4645
09/15/02,200,26524,4424
09/15/02,300,25558,4341
09/15/02,400,24940,4269
09/15/02,500,24576,4221
09/15/02,600,24769,4277
09/15/02,700,25414,4381
09/15/02,800,26202,4500
09/15/02,900,28271,4858
09/15/02,1000,30319,5166
09/15/02,1100,31952,5326
09/15/02,1200,33138,5445
09/15/02,1300,33913,5510
09/15/02,1400,34301,5517
09/15/02,1500,34442,5499
09/15/02,1600,34470,5519
09/15/02,1700,34621,5554
09/15/02,1800,34732,5626
09/15/02,1900,34735,5622
09/15/02,2000,35627,5757
09/15/02,2100,35710,5869
09/15/02,2200,34074,5624
09/15/02,2300,31980,5300
09/15/02,2400,29848,5011
09/14/02,100,25771,4503
09/14/02,200,24251,4285
09/14/02,300,23212,4158
09/14/02,400,22809,4092
09/14/02,500,22645,4074
09/14/02,600,22962,4142
09/14/02,700,23672,4329
09/14/02,800,24678,4495
09/14/02,900,27116,4805
09/14/02,1000,29387,5095
09/14/02,1100,31190,5274
09/14/02,1200,32408,5395
09/14/02,1300,33282,5473
09/14/02,1400,34021,5627
09/14/02,1500,34431,5691
09/14/02,1600,34668,5745
09/14/02,1700,34704,5776
09/14/02,1800,34680,5772
09/14/02,1900,34486,5705
09/14/02,2000,35426,5738
09/14/02,2100,35493,5859
09/14/02,2200,34282,5676
09/14/02,2300,32473,5326
09/14/02,2400,30237,4965
09/13/02,100,24221,4473
09/13/02,200,23054,4321
09/13/02,300,22342,4269
09/13/02,400,22055,4236
09/13/02,500,22297,4290
09/13/02,600,23854,4545
09/13/02,700,27330,5081
09/13/02,800,29411,5303
09/13/02,900,30934,5367
09/13/02,1000,32226,5488
09/13/02,1100,33488,5646
09/13/02,1200,34365,5734
09/13/02,1300,34957,5812
09/13/02,1400,35707,5879
09/13/02,1500,36236,6027
09/13/02,1600,36622,6105
09/13/02,1700,36833,6138
09/13/02,1800,36362,6112
09/13/02,1900,34990,6013
09/13/02,2000,34823,5954
09/13/02,2100,34731,6015
09/13/02,2200,33154,5706
09/13/02,2300,30702,5310
09/13/02,2400,28115,4835
09/12/02,100,25009,4562
09/12/02,200,23712,4452
09/12/02,300,22986,4364
09/12/02,400,22525,4342
09/12/02,500,22736,4363
09/12/02,600,24426,4599
09/12/02,700,27707,5111
09/12/02,800,29728,5308
09/12/02,900,31077,5444
09/12/02,1000,32104,5580
09/12/02,1100,33046,5691
09/12/02,1200,33546,5754
09/12/02,1300,33862,5825
09/12/02,1400,34286,5859
09/12/02,1500,34489,5886
09/12/02,1600,34754,5922
09/12/02,1700,35044,6000
09/12/02,1800,34810,6044
09/12/02,1900,33930,5923
09/12/02,2000,34058,5913
09/12/02,2100,34250,6014
09/12/02,2200,32469,5734
09/12/02,2300,29423,5225
09/12/02,2400,26434,4752
09/11/02,100,31644,5165
09/11/02,200,29790,4984
09/11/02,300,28639,4833
09/11/02,400,27918,4734
09/11/02,500,27870,4780
09/11/02,600,29233,5023
09/11/02,700,32582,5596
09/11/02,800,34689,5737
09/11/02,900,36289,5895
09/11/02,1000,37885,5988
09/11/02,1100,38931,6090
09/11/02,1200,39082,6106
09/11/02,1300,38750,6099
09/11/02,1400,38487,6129
09/11/02,1500,37948,6153
09/11/02,1600,37684,6194
09/11/02,1700,37403,6170
09/11/02,1800,36586,6127
09/11/02,1900,35196,5952
09/11/02,2000,34838,5907
09/11/02,2100,35093,6053
09/11/02,2200,33305,5801
09/11/02,2300,30306,5341
09/11/02,2400,27296,4911
09/10/02,100,28712,4941
09/10/02,200,26884,4693
09/10/02,300,25768,4584
09/10/02,400,25281,4529
09/10/02,500,25455,4513
09/10/02,600,27081,4751
09/10/02,700,30492,5234
09/10/02,800,32745,5436
09/10/02,900,34357,5623
09/10/02,1000,36388,5840
09/10/02,1100,38599,6181
09/10/02,1200,40667,6407
09/10/02,1300,42475,6702
09/10/02,1400,44334,6985
09/10/02,1500,45654,7172
09/10/02,1600,46631,7372
09/10/02,1700,47186,7479
09/10/02,1800,46939,7524
09/10/02,1900,45535,7339
09/10/02,2000,44764,7182
09/10/02,2100,44812,7228
09/10/02,2200,42340,6785
09/10/02,2300,38503,6163
09/10/02,2400,34567,5550
09/09/02,100,25289,4688
09/09/02,200,23907,4460
09/09/02,300,23213,4419
09/09/02,400,22853,4351
09/09/02,500,23107,4354
09/09/02,600,24704,4610
09/09/02,700,28086,5151
09/09/02,800,30409,5375
09/09/02,900,32403,5596
09/09/02,1000,34344,5868
09/09/02,1100,36224,6168
09/09/02,1200,37833,6354
09/09/02,1300,39336,6565
09/09/02,1400,41027,6839
09/09/02,1500,42354,7088
09/09/02,1600,43733,7202
09/09/02,1700,44653,7405
09/09/02,1800,44702,7396
09/09/02,1900,43467,7257
09/09/02,2000,42398,6977
09/09/02,2100,42013,7030
09/09/02,2200,39255,6544
09/09/02,2300,35315,5942
09/09/02,2400,31491,5386
09/08/02,100,24893,4608
09/08/02,200,23317,4337
09/08/02,300,22316,4178
09/08/02,400,21724,4083
09/08/02,500,21448,4008
09/08/02,600,21458,4046
09/08/02,700,21729,4090
09/08/02,800,22476,4184
09/08/02,900,24567,4496
09/08/02,1000,26824,4884
09/08/02,1100,28612,5179
09/08/02,1200,30039,5472
09/08/02,1300,31421,5783
09/08/02,1400,32449,6017
09/08/02,1500,33298,6149
09/08/02,1600,34040,6302
09/08/02,1700,34862,6488
09/08/02,1800,35185,6639
09/08/02,1900,34568,6494
09/08/02,2000,34171,6324
09/08/02,2100,34760,6403
09/08/02,2200,33045,6049
09/08/02,2300,30293,5526
09/08/02,2400,27532,5057
09/07/02,100,25417,4656
09/07/02,200,23849,4424
09/07/02,300,22883,4290
09/07/02,400,22314,4171
09/07/02,500,22105,4164
09/07/02,600,22450,4234
09/07/02,700,23096,4385
09/07/02,800,24259,4529
09/07/02,900,26606,4909
09/07/02,1000,28871,5232
09/07/02,1100,30670,5443
09/07/02,1200,31718,5694
09/07/02,1300,32494,5859
09/07/02,1400,33008,6046
09/07/02,1500,33510,6181
09/07/02,1600,34038,6319
09/07/02,1700,34384,6449
09/07/02,1800,34309,6484
09/07/02,1900,33353,6357
09/07/02,2000,32748,6187
09/07/02,2100,33017,6208
09/07/02,2200,31549,5874
09/07/02,2300,29450,5449
09/07/02,2400,27136,4994
09/06/02,100,27148,4838
09/06/02,200,25481,4632
09/06/02,300,24413,4491
09/06/02,400,23836,4439
09/06/02,500,23884,4490
09/06/02,600,25321,4712
09/06/02,700,28533,5225
09/06/02,800,30571,5442
09/06/02,900,32222,5571
09/06/02,1000,33594,5762
09/06/02,1100,34799,5982
09/06/02,1200,35728,6075
09/06/02,1300,36281,6190
09/06/02,1400,37016,6407
09/06/02,1500,37457,6517
09/06/02,1600,37877,6658
09/06/02,1700,37983,6660
09/06/02,1800,37431,6605
09/06/02,1900,36015,6476
09/06/02,2000,34977,6197
09/06/02,2100,34901,6242
09/06/02,2200,33146,6021
09/06/02,2300,30530,5522
09/06/02,2400,27784,5040
09/05/02,100,29086,4910
09/05/02,200,27297,4687
09/05/02,300,26142,4543
09/05/02,400,25418,4471
09/05/02,500,25437,4477
09/05/02,600,26902,4713
09/05/02,700,30133,5267
09/05/02,800,32180,5474
09/05/02,900,34337,5624
09/05/02,1000,36032,5805
09/05/02,1100,37464,6045
09/05/02,1200,38443,6172
09/05/02,1300,39180,6287
09/05/02,1400,39938,6467
09/05/02,1500,40626,6600
09/05/02,1600,41204,6719
09/05/02,1700,41563,6811
09/05/02,1800,41167,6840
09/05/02,1900,39573,6731
09/05/02,2000,38539,6595
09/05/02,2100,38870,6642
09/05/02,2200,36718,6351
09/05/02,2300,33350,5734
09/05/02,2400,29901,5243
09/04/02,100,30580,5393
09/04/02,200,28790,5107
09/04/02,300,27848,4998
09/04/02,400,27306,4905
09/04/02,500,27307,4920
09/04/02,600,28954,5143
09/04/02,700,32553,5598
09/04/02,800,34999,5821
09/04/02,900,37053,6068
09/04/02,1000,39091,6384
09/04/02,1100,41535,6641
09/04/02,1200,43315,6825
09/04/02,1300,44374,6926
09/04/02,1400,45718,7105
09/04/02,1500,46245,7156
09/04/02,1600,46726,7200
09/04/02,1700,46959,7292
09/04/02,1800,46244,7268
09/04/02,1900,44391,7082
09/04/02,2000,42878,6830
09/04/02,2100,42631,6858
09/04/02,2200,39904,6445
09/04/02,2300,35989,5897
09/04/02,2400,32049,5304
09/03/02,100,23594,4591
09/03/02,200,22465,4402
09/03/02,300,21874,4320
09/03/02,400,21681,4305
09/03/02,500,21932,4340
09/03/02,600,23679,4611
09/03/02,700,27005,5148
09/03/02,800,29333,5395
09/03/02,900,31371,5644
09/03/02,1000,33164,5885
09/03/02,1100,34889,6241
09/03/02,1200,36145,6498
09/03/02,1300,37296,6755
09/03/02,1400,38565,7014
09/03/02,1500,39589,7220
09/03/02,1600,40568,7394
09/03/02,1700,41414,7527
09/03/02,1800,41563,7550
09/03/02,1900,40898,7478
09/03/02,2000,40807,7348
09/03/02,2100,41387,7403
09/03/02,2200,39653,6963
09/03/02,2300,36495,6386
09/03/02,2400,33240,5781
09/02/02,100,22507,4154
09/02/02,200,21354,3986
09/02/02,300,20699,3857
09/02/02,400,20356,3809
09/02/02,500,20337,3795
09/02/02,600,20650,3836
09/02/02,700,21254,3899
09/02/02,800,21813,3994
09/02/02,900,23544,4344
09/02/02,1000,25603,4740
09/02/02,1100,27200,5048
09/02/02,1200,28038,5242
09/02/02,1300,28249,5390
09/02/02,1400,28126,5447
09/02/02,1500,27963,5518
09/02/02,1600,28040,5577
09/02/02,1700,28297,5717
09/02/02,1800,28626,5763
09/02/02,1900,28682,5733
09/02/02,2000,29512,5755
09/02/02,2100,30811,5965
09/02/02,2200,29863,5703
09/02/02,2300,27655,5265
09/02/02,2400,25341,4853
09/01/02,100,23578,4287
09/01/02,200,22200,4080
09/01/02,300,21384,3985
09/01/02,400,20854,3901
09/01/02,500,20615,3869
09/01/02,600,20752,3889
09/01/02,700,21237,3903
09/01/02,800,21766,4024
09/01/02,900,23311,4320
09/01/02,1000,25054,4605
09/01/02,1100,26150,4798
09/01/02,1200,26852,4932
09/01/02,1300,27091,5049
09/01/02,1400,26973,5103
09/01/02,1500,26723,5126
09/01/02,1600,26458,5173
09/01/02,1700,26560,5228
09/01/02,1800,26771,5247
09/01/02,1900,26797,5202
09/01/02,2000,27315,5127
09/01/02,2100,27921,5221
09/01/02,2200,27235,5088
09/01/02,2300,25938,4813
09/01/02,2400,24186,4448
08/31/02,100,24412,4472
08/31/02,200,22868,4266
08/31/02,300,21947,4136
08/31/02,400,21351,4078
08/31/02,500,21327,4049
08/31/02,600,21631,4053
08/31/02,700,22293,4178
08/31/02,800,23260,4310
08/31/02,900,25646,4629
08/31/02,1000,27806,4976
08/31/02,1100,29506,5186
08/31/02,1200,30235,5290
08/31/02,1300,30360,5406
08/31/02,1400,30210,5473
08/31/02,1500,29876,5526
08/31/02,1600,29523,5569
08/31/02,1700,29305,5528
08/31/02,1800,29147,5506
08/31/02,1900,28858,5386
08/31/02,2000,29193,5317
08/31/02,2100,29879,5404
08/31/02,2200,29032,5303
08/31/02,2300,27428,4967
08/31/02,2400,25500,4607
08/30/02,100,24881,4666
08/30/02,200,23561,4478
08/30/02,300,22921,4322
08/30/02,400,22552,4283
08/30/02,500,22742,4303
08/30/02,600,24266,4543
08/30/02,700,27014,5013
08/30/02,800,29242,5243
08/30/02,900,31146,5403
08/30/02,1000,32437,5578
08/30/02,1100,33200,5722
08/30/02,1200,33532,5830
08/30/02,1300,33497,5891
08/30/02,1400,33576,5980
08/30/02,1500,33402,6019
08/30/02,1600,32968,6038
08/30/02,1700,32660,6025
08/30/02,1800,32101,5993
08/30/02,1900,31542,5888
08/30/02,2000,31374,5745
08/30/02,2100,32003,5821
08/30/02,2200,30970,5633
08/30/02,2300,28971,5316
08/30/02,2400,26617,4817
08/29/02,100,25398,4668
08/29/02,200,24176,4496
08/29/02,300,23536,4431
08/29/02,400,23176,4404
08/29/02,500,23484,4441
08/29/02,600,24960,4661
08/29/02,700,28010,5141
08/29/02,800,30232,5386
08/29/02,900,31760,5461
08/29/02,1000,32802,5613
08/29/02,1100,33731,5723
08/29/02,1200,34104,5835
08/29/02,1300,34000,5860
08/29/02,1400,34020,5985
08/29/02,1500,33832,5986
08/29/02,1600,33511,6010
08/29/02,1700,33229,6023
08/29/02,1800,32865,6035
08/29/02,1900,32350,5945
08/29/02,2000,32509,5894
08/29/02,2100,33064,6082
08/29/02,2200,31752,5910
08/29/02,2300,29389,5490
08/29/02,2400,27109,5031
08/28/02,100,30301,5133
08/28/02,200,28753,4910
08/28/02,300,27637,4744
08/28/02,400,27147,4701
08/28/02,500,27269,4726
08/28/02,600,28754,4975
08/28/02,700,31716,5489
08/28/02,800,33619,5701
08/28/02,900,34919,5805
08/28/02,1000,35868,5980
08/28/02,1100,36556,6077
08/28/02,1200,36913,6171
08/28/02,1300,36687,6145
08/28/02,1400,36539,6162
08/28/02,1500,36182,6137
08/28/02,1600,35664,6059
08/28/02,1700,35334,6029
08/28/02,1800,34873,5954
08/28/02,1900,34247,5925
08/28/02,2000,34170,5866
08/28/02,2100,34413,6009
08/28/02,2200,32800,5803
08/28/02,2300,30297,5429
08/28/02,2400,27550,4992
08/27/02,100,29559,5029
08/27/02,200,27863,4808
08/27/02,300,26803,4650
08/27/02,400,26122,4594
08/27/02,500,26160,4628
08/27/02,600,27561,4860
08/27/02,700,30250,5313
08/27/02,800,32660,5527
08/27/02,900,34943,5687
08/27/02,1000,36999,5923
08/27/02,1100,38872,6165
08/27/02,1200,40344,6411
08/27/02,1300,41439,6621
08/27/02,1400,42492,6829
08/27/02,1500,42970,6790
08/27/02,1600,43225,6844
08/27/02,1700,42948,6917
08/27/02,1800,42038,6813
08/27/02,1900,40848,6695
08/27/02,2000,40377,6590
08/27/02,2100,41014,6811
08/27/02,2200,39280,6533
08/27/02,2300,36410,5986
08/27/02,2400,32894,5512
08/26/02,100,28951,4875
08/26/02,200,27306,4697
08/26/02,300,26325,4570
08/26/02,400,25796,4476
08/26/02,500,25984,4508
08/26/02,600,27379,4843
08/26/02,700,29804,5293
08/26/02,800,32381,5479
08/26/02,900,34739,5688
08/26/02,1000,36820,5922
08/26/02,1100,38668,6049
08/26/02,1200,40003,6299
08/26/02,1300,40781,6446
08/26/02,1400,41382,6627
08/26/02,1500,41688,6701
08/26/02,1600,41707,6746
08/26/02,1700,41748,6770
08/26/02,1800,41564,6789
08/26/02,1900,40456,6696
08/26/02,2000,39580,6584
08/26/02,2100,40285,6718
08/26/02,2200,38647,6461
08/26/02,2300,35498,5981
08/26/02,2400,32218,5411
08/25/02,100,29450,4928
08/25/02,200,27721,4682
08/25/02,300,26469,4545
08/25/02,400,25588,4451
08/25/02,500,25058,4396
08/25/02,600,24989,4359
08/25/02,700,24823,4440
08/25/02,800,25779,4543
08/25/02,900,28214,4937
08/25/02,1000,31079,5292
08/25/02,1100,33202,5584
08/25/02,1200,34799,5876
08/25/02,1300,35909,6057
08/25/02,1400,36816,6132
08/25/02,1500,37498,6146
08/25/02,1600,38164,6223
08/25/02,1700,38765,6305
08/25/02,1800,38872,6297
08/25/02,1900,38127,6169
08/25/02,2000,37217,6037
08/25/02,2100,38020,6250
08/25/02,2200,36803,6056
08/25/02,2300,34373,5593
08/25/02,2400,31569,5177
