Date,Hour,PJM_Load
12/24/99,600,26927
12/24/99,700,28603
12/24/99,800,29601
12/24/99,900,31385
12/24/99,1000,32606
12/24/99,1100,32788
12/24/99,1200,32032
12/24/99,1300,31116
12/24/99,1400,30196
12/24/99,1500,29939
12/24/99,1600,29926
12/24/99,1700,31847
12/24/99,1800,35024
12/24/99,1900,34853
12/24/99,2000,33888
12/24/99,2100,33455
12/24/99,2200,33141
12/24/99,2300,32371
12/24/99,2400,31154
12/23/99,100,28576
12/23/99,200,27358
12/23/99,300,26774
12/23/99,400,26866
12/23/99,500,27515
12/23/99,600,29283
12/23/99,700,33133
12/23/99,800,35160
12/23/99,900,35477
12/23/99,1000,34947
12/23/99,1100,34430
12/23/99,1200,33593
12/23/99,1300,32496
12/23/99,1400,31587
12/23/99,1500,31181
12/23/99,1600,31246
12/23/99,1700,32838
12/23/99,1800,36128
12/23/99,1900,36021
12/23/99,2000,35485
12/23/99,2100,35047
12/23/99,2200,34044
12/23/99,2300,32233
12/23/99,2400,29802
12/22/99,100,26771
12/22/99,200,25823
12/22/99,300,25261
12/22/99,400,25224
12/22/99,500,25662
12/22/99,600,27677
12/22/99,700,31715
12/22/99,800,34734
12/22/99,900,35136
12/22/99,1000,34894
12/22/99,1100,34534
12/22/99,1200,33728
12/22/99,1300,32993
12/22/99,1400,32396
12/22/99,1500,31913
12/22/99,1600,31910
12/22/99,1700,33499
12/22/99,1800,37521
12/22/99,1900,38102
12/22/99,2000,37721
12/22/99,2100,37325
12/22/99,2200,36388
12/22/99,2300,34016
12/22/99,2400,30691
12/21/99,100,25056
12/21/99,200,23773
12/21/99,300,23375
12/21/99,400,23273
12/21/99,500,23757
12/21/99,600,25791
12/21/99,700,29661
12/21/99,800,32434
12/21/99,900,32924
12/21/99,1000,33089
12/21/99,1100,32893
12/21/99,1200,32890
12/21/99,1300,32761
12/21/99,1400,32895
12/21/99,1500,33025
12/21/99,1600,33316
12/21/99,1700,35288
12/21/99,1800,37868
12/21/99,1900,37775
12/21/99,2000,37146
12/21/99,2100,36479
12/21/99,2200,35126
12/21/99,2300,32489
12/21/99,2400,29231
12/20/99,100,25167
12/20/99,200,24286
12/20/99,300,23935
12/20/99,400,23930
12/20/99,500,24656
12/20/99,600,26619
12/20/99,700,30668
12/20/99,800,33618
12/20/99,900,34112
12/20/99,1000,34587
12/20/99,1100,34661
12/20/99,1200,34430
12/20/99,1300,33889
12/20/99,1400,33601
12/20/99,1500,33068
12/20/99,1600,33339
12/20/99,1700,34800
12/20/99,1800,37217
12/20/99,1900,36844
12/20/99,2000,35972
12/20/99,2100,35161
12/20/99,2200,33559
12/20/99,2300,30923
12/20/99,2400,27512
12/19/99,100,25456
12/19/99,200,24286
12/19/99,300,23609
12/19/99,400,23333
12/19/99,500,23265
12/19/99,600,23897
12/19/99,700,25091
12/19/99,800,26202
12/19/99,900,27801
12/19/99,1000,28786
12/19/99,1100,28862
12/19/99,1200,28608
12/19/99,1300,28282
12/19/99,1400,27839
12/19/99,1500,27538
12/19/99,1600,27806
12/19/99,1700,29858
12/19/99,1800,33219
12/19/99,1900,33599
12/19/99,2000,33456
12/19/99,2100,33173
12/19/99,2200,31870
12/19/99,2300,29997
12/19/99,2400,27213
12/18/99,100,26274
12/18/99,200,24937
12/18/99,300,24324
12/18/99,400,24031
12/18/99,500,24205
12/18/99,600,25089
12/18/99,700,26590
12/18/99,800,28071
12/18/99,900,29734
12/18/99,1000,30431
12/18/99,1100,30403
12/18/99,1200,29600
12/18/99,1300,28799
12/18/99,1400,27827
12/18/99,1500,27219
12/18/99,1600,27296
12/18/99,1700,29285
12/18/99,1800,32591
12/18/99,1900,32977
12/18/99,2000,32543
12/18/99,2100,31850
12/18/99,2200,31202
12/18/99,2300,29906
12/18/99,2400,27564
12/17/99,100,26739
12/17/99,200,25585
12/17/99,300,25172
12/17/99,400,25227
12/17/99,500,25936
12/17/99,600,28158
12/17/99,700,32074
12/17/99,800,34672
12/17/99,900,34538
12/17/99,1000,33912
12/17/99,1100,33430
12/17/99,1200,32772
12/17/99,1300,32122
12/17/99,1400,31588
12/17/99,1500,31019
12/17/99,1600,31098
12/17/99,1700,32490
12/17/99,1800,36042
12/17/99,1900,36027
12/17/99,2000,35181
12/17/99,2100,34399
12/17/99,2200,33284
12/17/99,2300,31301
12/17/99,2400,28632
12/16/99,100,25097
12/16/99,200,23769
12/16/99,300,23301
12/16/99,400,23063
12/16/99,500,23631
12/16/99,600,25703
12/16/99,700,29663
12/16/99,800,32437
12/16/99,900,32537
12/16/99,1000,32256
12/16/99,1100,31981
12/16/99,1200,31676
12/16/99,1300,31467
12/16/99,1400,31365
12/16/99,1500,31237
12/16/99,1600,31595
12/16/99,1700,33388
12/16/99,1800,36818
12/16/99,1900,36641
12/16/99,2000,36220
12/16/99,2100,35695
12/16/99,2200,34583
12/16/99,2300,31952
12/16/99,2400,28998
12/15/99,100,25368
12/15/99,200,24340
12/15/99,300,23912
12/15/99,400,23739
12/15/99,500,24239
12/15/99,600,26136
12/15/99,700,29815
12/15/99,800,32652
12/15/99,900,33332
12/15/99,1000,33279
12/15/99,1100,33250
12/15/99,1200,32915
12/15/99,1300,32587
12/15/99,1400,32498
12/15/99,1500,32396
12/15/99,1600,32744
12/15/99,1700,34395
12/15/99,1800,36539
12/15/99,1900,36585
12/15/99,2000,35514
12/15/99,2100,34655
12/15/99,2200,33114
12/15/99,2300,30467
12/15/99,2400,27387
12/14/99,100,24976
12/14/99,200,24151
12/14/99,300,23614
12/14/99,400,23417
12/14/99,500,23984
12/14/99,600,26063
12/14/99,700,30049
12/14/99,800,33335
12/14/99,900,33876
12/14/99,1000,34252
12/14/99,1100,34581
12/14/99,1200,34625
12/14/99,1300,34412
12/14/99,1400,34111
12/14/99,1500,33844
12/14/99,1600,33964
12/14/99,1700,35726
12/14/99,1800,37354
12/14/99,1900,37185
12/14/99,2000,36351
12/14/99,2100,35498
12/14/99,2200,33754
12/14/99,2300,31006
12/14/99,2400,27600
12/13/99,100,25505
12/13/99,200,24644
12/13/99,300,24216
12/13/99,400,24314
12/13/99,500,24899
12/13/99,600,26952
12/13/99,700,30890
12/13/99,800,33326
12/13/99,900,33701
12/13/99,1000,33808
12/13/99,1100,33774
12/13/99,1200,33569
12/13/99,1300,33044
12/13/99,1400,33043
12/13/99,1500,32815
12/13/99,1600,33142
12/13/99,1700,34911
12/13/99,1800,37155
12/13/99,1900,36938
12/13/99,2000,36172
12/13/99,2100,35366
12/13/99,2200,33585
12/13/99,2300,30700
12/13/99,2400,27382
12/12/99,100,25336
12/12/99,200,23936
12/12/99,300,23763
12/12/99,400,23399
12/12/99,500,23507
12/12/99,600,24068
12/12/99,700,25073
12/12/99,800,26246
12/12/99,900,27741
12/12/99,1000,28210
12/12/99,1100,28137
12/12/99,1200,27944
12/12/99,1300,27506
12/12/99,1400,26875
12/12/99,1500,26453
12/12/99,1600,26403
12/12/99,1700,28323
12/12/99,1800,32116
12/12/99,1900,32707
12/12/99,2000,32805
12/12/99,2100,32548
12/12/99,2200,31641
12/12/99,2300,29582
12/12/99,2400,27262
12/11/99,100,25373
12/11/99,200,23767
12/11/99,300,23167
12/11/99,400,23036
12/11/99,500,22785
12/11/99,600,24234
12/11/99,700,25843
12/11/99,800,27392
12/11/99,900,28824
12/11/99,1000,29730
12/11/99,1100,29740
12/11/99,1200,29170
12/11/99,1300,28389
12/11/99,1400,27731
12/11/99,1500,27017
12/11/99,1600,27084
12/11/99,1700,28807
12/11/99,1800,32141
12/11/99,1900,32423
12/11/99,2000,31926
12/11/99,2100,31402
12/11/99,2200,30705
12/11/99,2300,29334
12/11/99,2400,27237
12/10/99,100,24510
12/10/99,200,23786
12/10/99,300,23443
12/10/99,400,23296
12/10/99,500,23862
12/10/99,600,25962
12/10/99,700,29889
12/10/99,800,32075
12/10/99,900,32351
12/10/99,1000,32433
12/10/99,1100,32557
12/10/99,1200,32486
12/10/99,1300,32290
12/10/99,1400,32078
12/10/99,1500,31986
12/10/99,1600,31947
12/10/99,1700,33139
12/10/99,1800,34619
12/10/99,1900,34221
12/10/99,2000,33168
12/10/99,2100,32480
12/10/99,2200,31496
12/10/99,2300,29704
12/10/99,2400,27354
12/09/99,100,26213
12/09/99,200,25278
12/09/99,300,24934
12/09/99,400,24906
12/09/99,500,25457
12/09/99,600,27824
12/09/99,700,31657
12/09/99,800,34058
12/09/99,900,33731
12/09/99,1000,33091
12/09/99,1100,32482
12/09/99,1200,31841
12/09/99,1300,31037
12/09/99,1400,30664
12/09/99,1500,30368
12/09/99,1600,30003
12/09/99,1700,31607
12/09/99,1800,35014
12/09/99,1900,35391
12/09/99,2000,34782
12/09/99,2100,34243
12/09/99,2200,32695
12/09/99,2300,30193
12/09/99,2400,27040
12/08/99,100,25864
12/08/99,200,24973
12/08/99,300,24748
12/08/99,400,24821
12/08/99,500,25598
12/08/99,600,27868
12/08/99,700,32136
12/08/99,800,34185
12/08/99,900,33914
12/08/99,1000,33179
12/08/99,1100,32624
12/08/99,1200,31896
12/08/99,1300,31224
12/08/99,1400,30857
12/08/99,1500,30412
12/08/99,1600,30612
12/08/99,1700,32159
12/08/99,1800,35568
12/08/99,1900,35827
12/08/99,2000,35476
12/08/99,2100,35093
12/08/99,2200,33738
12/08/99,2300,31151
12/08/99,2400,28012
12/07/99,100,20781
12/07/99,200,19904
12/07/99,300,19615
12/07/99,400,19462
12/07/99,500,20020
12/07/99,600,22468
12/07/99,700,26346
12/07/99,800,28710
12/07/99,900,29147
12/07/99,1000,28858
12/07/99,1100,28997
12/07/99,1200,28642
12/07/99,1300,28170
12/07/99,1400,27811
12/07/99,1500,27511
12/07/99,1600,27477
12/07/99,1700,29460
12/07/99,1800,32782
12/07/99,1900,33074
12/07/99,2000,32543
12/07/99,2100,31961
12/07/99,2200,30508
12/07/99,2300,27872
12/07/99,2400,24786
12/06/99,100,18862
12/06/99,200,18026
12/06/99,300,17696
12/06/99,400,17629
12/06/99,500,18497
12/06/99,600,20351
12/06/99,700,24139
12/06/99,800,26882
12/06/99,900,27437
12/06/99,1000,28292
12/06/99,1100,29140
12/06/99,1200,28650
12/06/99,1300,28479
12/06/99,1400,28465
12/06/99,1500,28035
12/06/99,1600,28130
12/06/99,1700,29690
12/06/99,1800,31830
12/06/99,1900,31692
12/06/99,2000,30919
12/06/99,2100,30108
12/06/99,2200,28423
12/06/99,2300,25718
12/06/99,2400,22759
12/05/99,100,22437
12/05/99,200,21389
12/05/99,300,20677
12/05/99,400,20465
12/05/99,500,20524
12/05/99,600,21013
12/05/99,700,21922
12/05/99,800,22883
12/05/99,900,24268
12/05/99,1000,25081
12/05/99,1100,25278
12/05/99,1200,25186
12/05/99,1300,24954
12/05/99,1400,24729
12/05/99,1500,24413
12/05/99,1600,24528
12/05/99,1700,26561
12/05/99,1800,29836
12/05/99,1900,30105
12/05/99,2000,29848
12/05/99,2100,29279
12/05/99,2200,27841
12/05/99,2300,25801
12/05/99,2400,23647
12/04/99,100,23845
12/04/99,200,22783
12/04/99,300,22186
12/04/99,400,21940
12/04/99,500,21898
12/04/99,600,22708
12/04/99,700,24058
12/04/99,800,25488
12/04/99,900,27212
12/04/99,1000,27826
12/04/99,1100,28001
12/04/99,1200,27558
12/04/99,1300,26903
12/04/99,1400,26251
12/04/99,1500,25634
12/04/99,1600,25562
12/04/99,1700,26888
12/04/99,1800,29924
12/04/99,1900,29790
12/04/99,2000,29138
12/04/99,2100,28565
12/04/99,2200,27633
12/04/99,2300,26153
12/04/99,2400,24097
12/03/99,100,25984
12/03/99,200,25375
12/03/99,300,25030
12/03/99,400,25084
12/03/99,500,25588
12/03/99,600,27879
12/03/99,700,31613
12/03/99,800,33783
12/03/99,900,33769
12/03/99,1000,33384
12/03/99,1100,32617
12/03/99,1200,31865
12/03/99,1300,30927
12/03/99,1400,30723
12/03/99,1500,30262
12/03/99,1600,30109
12/03/99,1700,31553
12/03/99,1800,33795
12/03/99,1900,33517
12/03/99,2000,32457
12/03/99,2100,31642
12/03/99,2200,30367
12/03/99,2300,28331
12/03/99,2400,25927
12/02/99,100,28635
12/02/99,200,27300
12/02/99,300,27018
12/02/99,400,26956
12/02/99,500,27437
12/02/99,600,29725
12/02/99,700,33471
12/02/99,800,35208
12/02/99,900,35059
12/02/99,1000,34578
12/02/99,1100,34591
12/02/99,1200,33123
12/02/99,1300,32458
12/02/99,1400,31624
12/02/99,1500,31264
12/02/99,1600,31089
12/02/99,1700,32664
12/02/99,1800,35890
12/02/99,1900,35913
12/02/99,2000,35390
12/02/99,2100,34764
12/02/99,2200,33330
12/02/99,2300,30853
12/02/99,2400,28058
12/01/99,100,27794
12/01/99,200,27130
12/01/99,300,26748
12/01/99,400,26853
12/01/99,500,27420
12/01/99,600,29877
12/01/99,700,33964
12/01/99,800,36247
12/01/99,900,35795
12/01/99,1000,35437
12/01/99,1100,35049
12/01/99,1200,34545
12/01/99,1300,33902
12/01/99,1400,33575
12/01/99,1500,33122
12/01/99,1600,33244
12/01/99,1700,34929
12/01/99,1800,38091
12/01/99,1900,38149
12/01/99,2000,37654
12/01/99,2100,37168
12/01/99,2200,35632
12/01/99,2300,33038
12/01/99,2400,30279
11/30/99,100,25549
11/30/99,200,24813
11/30/99,300,24588
11/30/99,400,24623
11/30/99,500,25362
11/30/99,600,27620
11/30/99,700,31528
11/30/99,800,33515
11/30/99,900,33522
11/30/99,1000,33423
11/30/99,1100,32810
11/30/99,1200,32928
11/30/99,1300,32578
11/30/99,1400,32460
11/30/99,1500,32658
11/30/99,1600,32710
11/30/99,1700,34678
11/30/99,1800,37488
11/30/99,1900,37715
11/30/99,2000,37185
11/30/99,2100,36445
11/30/99,2200,34953
11/30/99,2300,32371
11/30/99,2400,29680
11/29/99,100,22553
11/29/99,200,22064
11/29/99,300,21837
11/29/99,400,21886
11/29/99,500,22829
11/29/99,600,24930
11/29/99,700,28645
11/29/99,800,30917
11/29/99,900,31346
11/29/99,1000,31151
11/29/99,1100,31159
11/29/99,1200,31086
11/29/99,1300,30869
11/29/99,1400,30649
11/29/99,1500,30358
11/29/99,1600,30378
11/29/99,1700,31976
11/29/99,1800,35166
11/29/99,1900,35324
11/29/99,2000,34900
11/29/99,2100,34182
11/29/99,2200,32614
11/29/99,2300,30147
11/29/99,2400,27389
11/28/99,100,21484
11/28/99,200,20528
11/28/99,300,19974
11/28/99,400,19808
11/28/99,500,19765
11/28/99,600,20343
11/28/99,700,21137
11/28/99,800,22086
11/28/99,900,23403
11/28/99,1000,24411
11/28/99,1100,24773
11/28/99,1200,24778
11/28/99,1300,24657
11/28/99,1400,24446
11/28/99,1500,24065
11/28/99,1600,24187
11/28/99,1700,25727
11/28/99,1800,29408
11/28/99,1900,29786
11/28/99,2000,29604
11/28/99,2100,29121
11/28/99,2200,28227
11/28/99,2300,26293
11/28/99,2400,24443
11/27/99,100,20659
11/27/99,200,19587
11/27/99,300,19304
11/27/99,400,18739
11/27/99,500,18821
11/27/99,600,19456
11/27/99,700,20476
11/27/99,800,21652
11/27/99,900,23695
11/27/99,1000,25033
11/27/99,1100,25445
11/27/99,1200,25303
11/27/99,1300,24845
11/27/99,1400,24223
11/27/99,1500,23711
11/27/99,1600,23598
11/27/99,1700,24913
11/27/99,1800,27913
11/27/99,1900,27890
11/27/99,2000,27457
11/27/99,2100,26881
11/27/99,2200,26117
11/27/99,2300,24896
11/27/99,2400,23224
11/26/99,100,20036
11/26/99,200,19208
11/26/99,300,18730
11/26/99,400,18643
11/26/99,500,18879
11/26/99,600,19931
11/26/99,700,21534
11/26/99,800,22912
11/26/99,900,24378
11/26/99,1000,25184
11/26/99,1100,25180
11/26/99,1200,26415
11/26/99,1300,26514
11/26/99,1400,26172
11/26/99,1500,26053
11/26/99,1600,26043
11/26/99,1700,27259
11/26/99,1800,29297
11/26/99,1900,28889
11/26/99,2000,27997
11/26/99,2100,27174
11/26/99,2200,25897
11/26/99,2300,24647
11/26/99,2400,22564
11/25/99,100,21641
11/25/99,200,20102
11/25/99,300,19445
11/25/99,400,19095
11/25/99,500,18989
11/25/99,600,19411
11/25/99,700,20365
11/25/99,800,21185
11/25/99,900,23061
11/25/99,1000,24918
11/25/99,1100,26140
11/25/99,1200,26508
11/25/99,1300,26037
11/25/99,1400,25199
11/25/99,1500,24302
11/25/99,1600,23839
11/25/99,1700,24054
11/25/99,1800,24816
11/25/99,1900,24514
11/25/99,2000,24380
11/25/99,2100,24284
11/25/99,2200,23884
11/25/99,2300,23170
11/25/99,2400,21548
11/24/99,100,22051
11/24/99,200,21285
11/24/99,300,20801
11/24/99,400,20582
11/24/99,500,20974
11/24/99,600,22980
11/24/99,700,26405
11/24/99,800,28862
11/24/99,900,29727
11/24/99,1000,30330
11/24/99,1100,30675
11/24/99,1200,30820
11/24/99,1300,30349
11/24/99,1400,30229
11/24/99,1500,29945
11/24/99,1600,29479
11/24/99,1700,30032
11/24/99,1800,32422
11/24/99,1900,32059
11/24/99,2000,30881
11/24/99,2100,29885
11/24/99,2200,28385
11/24/99,2300,26590
11/24/99,2400,23330
11/23/99,100,22187
11/23/99,200,21221
11/23/99,300,20688
11/23/99,400,20605
11/23/99,500,20974
11/23/99,600,22996
11/23/99,700,26611
11/23/99,800,29270
11/23/99,900,29795
11/23/99,1000,30242
11/23/99,1100,30589
11/23/99,1200,30609
11/23/99,1300,30310
11/23/99,1400,30320
11/23/99,1500,30325
11/23/99,1600,30266
11/23/99,1700,31208
11/23/99,1800,33170
11/23/99,1900,32855
11/23/99,2000,32065
11/23/99,2100,31081
11/23/99,2200,29393
11/23/99,2300,27114
11/23/99,2400,24239
11/22/99,100,21066
11/22/99,200,20472
11/22/99,300,20170
11/22/99,400,20195
11/22/99,500,20663
11/22/99,600,22744
11/22/99,700,26263
11/22/99,800,29220
11/22/99,900,29671
11/22/99,1000,30188
11/22/99,1100,30583
11/22/99,1200,30597
11/22/99,1300,30344
11/22/99,1400,30351
11/22/99,1500,30137
11/22/99,1600,30074
11/22/99,1700,31139
11/22/99,1800,33575
11/22/99,1900,32952
11/22/99,2000,32238
11/22/99,2100,31259
11/22/99,2200,29575
11/22/99,2300,26917
11/22/99,2400,24499
11/21/99,100,21361
11/21/99,200,20230
11/21/99,300,19773
11/21/99,400,19484
11/21/99,500,19477
11/21/99,600,19886
11/21/99,700,20970
11/21/99,800,21625
11/21/99,900,23324
11/21/99,1000,24516
11/21/99,1100,24822
11/21/99,1200,24962
11/21/99,1300,24814
11/21/99,1400,24742
11/21/99,1500,24283
11/21/99,1600,24284
11/21/99,1700,25366
11/21/99,1800,28663
11/21/99,1900,28856
11/21/99,2000,28413
11/21/99,2100,27714
11/21/99,2200,26433
11/21/99,2300,24583
11/21/99,2400,22949
11/20/99,100,23265
11/20/99,200,22065
11/20/99,300,21544
11/20/99,400,21319
11/20/99,500,21281
11/20/99,600,21958
11/20/99,700,23273
11/20/99,800,24622
11/20/99,900,26165
11/20/99,1000,27175
11/20/99,1100,27525
11/20/99,1200,27302
11/20/99,1300,26842
11/20/99,1400,26393
11/20/99,1500,25798
11/20/99,1600,25687
11/20/99,1700,26818
11/20/99,1800,29048
11/20/99,1900,29055
11/20/99,2000,28111
11/20/99,2100,27194
11/20/99,2200,26376
11/20/99,2300,24885
11/20/99,2400,23234
11/19/99,100,24551
11/19/99,200,23719
11/19/99,300,23435
11/19/99,400,23455
11/19/99,500,23962
11/19/99,600,26120
11/19/99,700,29917
11/19/99,800,31927
11/19/99,900,31832
11/19/99,1000,31424
11/19/99,1100,30972
11/19/99,1200,30598
11/19/99,1300,29941
11/19/99,1400,29734
11/19/99,1500,29326
11/19/99,1600,29086
11/19/99,1700,29611
11/19/99,1800,32222
11/19/99,1900,32168
11/19/99,2000,31166
11/19/99,2100,30105
11/19/99,2200,28978
11/19/99,2300,27308
11/19/99,2400,25157
11/18/99,100,26153
11/18/99,200,25373
11/18/99,300,25247
11/18/99,400,25261
11/18/99,500,25837
11/18/99,600,28281
11/18/99,700,31883
11/18/99,800,33762
11/18/99,900,33428
11/18/99,1000,33075
11/18/99,1100,32346
11/18/99,1200,31748
11/18/99,1300,30786
11/18/99,1400,30422
11/18/99,1500,30158
11/18/99,1600,29881
11/18/99,1700,30917
11/18/99,1800,33743
11/18/99,1900,34053
11/18/99,2000,33434
11/18/99,2100,32832
11/18/99,2200,31279
11/18/99,2300,29003
11/18/99,2400,26344
11/17/99,100,25981
11/17/99,200,25240
11/17/99,300,24935
11/17/99,400,24983
11/17/99,500,25608
11/17/99,600,27873
11/17/99,700,31517
11/17/99,800,33256
11/17/99,900,33231
11/17/99,1000,32915
11/17/99,1100,32649
11/17/99,1200,32545
11/17/99,1300,31397
11/17/99,1400,31227
11/17/99,1500,31029
11/17/99,1600,31092
11/17/99,1700,32394
11/17/99,1800,35296
11/17/99,1900,35341
11/17/99,2000,34800
11/17/99,2100,34122
11/17/99,2200,32616
11/17/99,2300,30211
11/17/99,2400,27787
11/16/99,100,24641
11/16/99,200,23734
11/16/99,300,23567
11/16/99,400,23562
11/16/99,500,24282
11/16/99,600,26490
11/16/99,700,30173
11/16/99,800,32307
11/16/99,900,32487
11/16/99,1000,32249
11/16/99,1100,32460
11/16/99,1200,32069
11/16/99,1300,31642
11/16/99,1400,31584
11/16/99,1500,31281
11/16/99,1600,31258
11/16/99,1700,32490
11/16/99,1800,35472
11/16/99,1900,35811
11/16/99,2000,35326
11/16/99,2100,34553
11/16/99,2200,32904
11/16/99,2300,30399
11/16/99,2400,27866
11/15/99,100,22202
11/15/99,200,21423
11/15/99,300,21208
11/15/99,400,21460
11/15/99,500,22203
11/15/99,600,24300
11/15/99,700,28127
11/15/99,800,30426
11/15/99,900,30899
11/15/99,1000,31229
11/15/99,1100,31176
11/15/99,1200,31024
11/15/99,1300,30575
11/15/99,1400,30462
11/15/99,1500,30258
11/15/99,1600,30376
11/15/99,1700,31724
11/15/99,1800,34621
11/15/99,1900,34511
11/15/99,2000,33868
11/15/99,2100,33078
11/15/99,2200,31503
11/15/99,2300,28974
11/15/99,2400,26342
11/14/99,100,22103
11/14/99,200,21243
11/14/99,300,20713
11/14/99,400,20299
11/14/99,500,20521
11/14/99,600,20823
11/14/99,700,21725
11/14/99,800,22390
11/14/99,900,23705
11/14/99,1000,24658
11/14/99,1100,24973
11/14/99,1200,25104
11/14/99,1300,25019
11/14/99,1400,24955
11/14/99,1500,24563
11/14/99,1600,24718
11/14/99,1700,25709
11/14/99,1800,28651
11/14/99,1900,28981
11/14/99,2000,28644
11/14/99,2100,28000
11/14/99,2200,27063
11/14/99,2300,25262
11/14/99,2400,23464
11/13/99,100,23229
11/13/99,200,22127
11/13/99,300,21527
11/13/99,400,21258
11/13/99,500,21335
11/13/99,600,22110
11/13/99,700,23255
11/13/99,800,24400
11/13/99,900,26011
11/13/99,1000,26933
11/13/99,1100,27245
11/13/99,1200,26905
11/13/99,1300,26334
11/13/99,1400,25617
11/13/99,1500,25088
11/13/99,1600,24605
11/13/99,1700,25629
11/13/99,1800,28422
11/13/99,1900,28856
11/13/99,2000,28143
11/13/99,2100,27433
11/13/99,2200,26743
11/13/99,2300,25464
11/13/99,2400,23582
11/12/99,100,24116
11/12/99,200,23313
11/12/99,300,22965
11/12/99,400,22834
11/12/99,500,23403
11/12/99,600,25343
11/12/99,700,28817
11/12/99,800,30839
11/12/99,900,31644
11/12/99,1000,31989
11/12/99,1100,31589
11/12/99,1200,31209
11/12/99,1300,31453
11/12/99,1400,30871
11/12/99,1500,29976
11/12/99,1600,29797
11/12/99,1700,30502
11/12/99,1800,32603
11/12/99,1900,32336
11/12/99,2000,31329
11/12/99,2100,30424
11/12/99,2200,29205
11/12/99,2300,27278
11/12/99,2400,25129
11/11/99,100,22043
