Date,Hour,PJM-E,PJM-W
12/14/03,1100,34960,6724
12/14/03,1200,35484,6774
12/14/03,1300,35586,6716
12/14/03,1400,35511,6742
12/14/03,1500,35147,6710
12/14/03,1600,35329,6674
12/14/03,1700,36879,6834
12/14/03,1800,38701,7285
12/14/03,1900,38491,7289
12/14/03,2000,38027,7210
12/14/03,2100,36916,7080
12/14/03,2200,35222,6763
12/14/03,2300,32895,6420
12/14/03,2400,30368,6004
12/13/03,100,29838,5938
12/13/03,200,28674,5712
12/13/03,300,28123,5667
12/13/03,400,27913,5660
12/13/03,500,28134,5798
12/13/03,600,29114,5985
12/13/03,700,30844,6210
12/13/03,800,32335,6524
12/13/03,900,33736,6691
12/13/03,1000,34435,6758
12/13/03,1100,34250,6675
12/13/03,1200,33422,6532
12/13/03,1300,32657,6430
12/13/03,1400,31942,6357
12/13/03,1500,31810,6313
12/13/03,1600,32281,6413
12/13/03,1700,34491,6622
12/13/03,1800,37142,7003
12/13/03,1900,37222,7013
12/13/03,2000,36616,6942
12/13/03,2100,36033,6806
12/13/03,2200,35055,6647
12/13/03,2300,33459,6377
12/13/03,2400,31244,6023
12/12/03,100,28460,5821
12/12/03,200,27461,5662
12/12/03,300,27059,5650
12/12/03,400,27033,5661
12/12/03,500,27724,5779
12/12/03,600,30000,6053
12/12/03,700,34067,6664
12/12/03,800,36205,7009
12/12/03,900,36140,6986
12/12/03,1000,35922,6857
12/12/03,1100,35549,6805
12/12/03,1200,34993,6661
12/12/03,1300,34284,6567
12/12/03,1400,33881,6519
12/12/03,1500,33645,6426
12/12/03,1600,33620,6351
12/12/03,1700,35383,6597
12/12/03,1800,38671,7114
12/12/03,1900,38733,7201
12/12/03,2000,38099,7145
12/12/03,2100,37374,7032
12/12/03,2200,36189,6912
12/12/03,2300,34262,6601
12/12/03,2400,31822,6214
12/11/03,100,26899,5381
12/11/03,200,25620,5165
12/11/03,300,25173,5156
12/11/03,400,24909,5206
12/11/03,500,25384,5308
12/11/03,600,27365,5629
12/11/03,700,31270,6251
12/11/03,800,33530,6590
12/11/03,900,33755,6577
12/11/03,1000,33857,6573
12/11/03,1100,34157,6606
12/11/03,1200,34057,6587
12/11/03,1300,33757,6560
12/11/03,1400,33638,6572
12/11/03,1500,33472,6527
12/11/03,1600,33926,6558
12/11/03,1700,35651,6799
12/11/03,1800,38463,7225
12/11/03,1900,38582,7317
12/11/03,2000,38215,7324
12/11/03,2100,37533,7214
12/11/03,2200,36031,6977
12/11/03,2300,33315,6604
12/11/03,2400,30328,6107
12/10/03,100,28975,5608
12/10/03,200,27917,5473
12/10/03,300,27499,5402
12/10/03,400,27525,5448
12/10/03,500,28199,5569
12/10/03,600,30524,5892
12/10/03,700,34726,6527
12/10/03,800,36751,6804
12/10/03,900,36469,6711
12/10/03,1000,36012,6615
12/10/03,1100,35530,6575
12/10/03,1200,35336,6505
12/10/03,1300,35136,6445
12/10/03,1400,34972,6476
12/10/03,1500,34932,6461
12/10/03,1600,35549,6491
12/10/03,1700,37294,6760
12/10/03,1800,39212,7122
12/10/03,1900,38856,7136
12/10/03,2000,37968,7118
12/10/03,2100,36913,6989
12/10/03,2200,35145,6678
12/10/03,2300,32146,6183
12/10/03,2400,29573,5734
12/09/03,100,30120,5820
12/09/03,200,29298,5675
12/09/03,300,28947,5665
12/09/03,400,28941,5718
12/09/03,500,29657,5805
12/09/03,600,31999,6059
12/09/03,700,36092,6694
12/09/03,800,37986,6976
12/09/03,900,37832,6866
12/09/03,1000,37469,6783
12/09/03,1100,36949,6732
12/09/03,1200,36433,6628
12/09/03,1300,35878,6496
12/09/03,1400,35529,6526
12/09/03,1500,35354,6438
12/09/03,1600,35515,6504
12/09/03,1700,37449,6732
12/09/03,1800,40289,7147
12/09/03,1900,40163,7189
12/09/03,2000,39572,7153
12/09/03,2100,38664,7043
12/09/03,2200,36884,6837
12/09/03,2300,34066,6367
12/09/03,2400,31196,5894
12/08/03,100,29972,5826
12/08/03,200,29293,5785
12/08/03,300,29096,5755
12/08/03,400,29339,5828
12/08/03,500,30151,5911
12/08/03,600,32443,6314
12/08/03,700,36455,6937
12/08/03,800,38335,7259
12/08/03,900,38243,7168
12/08/03,1000,37956,7025
12/08/03,1100,37326,6916
12/08/03,1200,36529,6762
12/08/03,1300,35894,6618
12/08/03,1400,35485,6518
12/08/03,1500,35219,6439
12/08/03,1600,35468,6498
12/08/03,1700,37556,6707
12/08/03,1800,40800,7243
12/08/03,1900,40984,7335
12/08/03,2000,40394,7326
12/08/03,2100,39510,7217
12/08/03,2200,37795,7027
12/08/03,2300,35014,6565
12/08/03,2400,31975,6174
12/07/03,100,30068,5628
12/07/03,200,28875,5450
12/07/03,300,28355,5411
12/07/03,400,28209,5412
12/07/03,500,28421,5455
12/07/03,600,29089,5584
12/07/03,700,30229,5746
12/07/03,800,31275,6004
12/07/03,900,32698,6246
12/07/03,1000,33563,6354
12/07/03,1100,33739,6309
12/07/03,1200,33481,6225
12/07/03,1300,33102,6149
12/07/03,1400,32571,6031
12/07/03,1500,32253,5980
12/07/03,1600,32467,5955
12/07/03,1700,34519,6248
12/07/03,1800,38040,6889
12/07/03,1900,38527,7048
12/07/03,2000,38344,6990
12/07/03,2100,37709,6949
12/07/03,2200,36238,6698
12/07/03,2300,33929,6410
12/07/03,2400,31539,6034
12/06/03,100,29825,5699
12/06/03,200,28818,5553
12/06/03,300,28315,5497
12/06/03,400,28246,5431
12/06/03,500,28434,5483
12/06/03,600,29164,5622
12/06/03,700,30493,5837
12/06/03,800,31910,6033
12/06/03,900,33707,6298
12/06/03,1000,35332,6437
12/06/03,1100,36028,6503
12/06/03,1200,35956,6469
12/06/03,1300,35569,6332
12/06/03,1400,35010,6245
12/06/03,1500,34584,6157
12/06/03,1600,34624,6175
12/06/03,1700,36234,6425
12/06/03,1800,39196,6920
12/06/03,1900,39100,6968
12/06/03,2000,38323,6901
12/06/03,2100,37393,6753
12/06/03,2200,35954,6602
12/06/03,2300,34071,6339
12/06/03,2400,31677,5956
12/05/03,100,28855,5679
12/05/03,200,28044,5578
12/05/03,300,27637,5550
12/05/03,400,27751,5517
12/05/03,500,28392,5636
12/05/03,600,30563,5913
12/05/03,700,34277,6394
12/05/03,800,36554,6769
12/05/03,900,37193,6837
12/05/03,1000,37662,6870
12/05/03,1100,37988,6927
12/05/03,1200,38000,6931
12/05/03,1300,37690,6883
12/05/03,1400,37485,6845
12/05/03,1500,37130,6803
12/05/03,1600,37234,6793
12/05/03,1700,38667,6957
12/05/03,1800,40727,7311
12/05/03,1900,40327,7341
12/05/03,2000,39438,7197
12/05/03,2100,38248,7017
12/05/03,2200,36517,6734
12/05/03,2300,34270,6352
12/05/03,2400,31731,5948
12/04/03,100,30515,5973
12/04/03,200,29537,5863
12/04/03,300,29269,5798
12/04/03,400,29223,5795
12/04/03,500,29990,5863
12/04/03,600,32291,6240
12/04/03,700,36423,6854
12/04/03,800,38299,7052
12/04/03,900,38194,7058
12/04/03,1000,37545,6981
12/04/03,1100,36848,6840
12/04/03,1200,36075,6725
12/04/03,1300,35465,6628
12/04/03,1400,35224,6557
12/04/03,1500,34937,6471
12/04/03,1600,35040,6466
12/04/03,1700,36807,6670
12/04/03,1800,39603,7117
12/04/03,1900,39622,7135
12/04/03,2000,39130,7146
12/04/03,2100,38284,7022
12/04/03,2200,36683,6800
12/04/03,2300,33949,6403
12/04/03,2400,30982,5924
12/03/03,100,30067,5953
12/03/03,200,29212,5836
12/03/03,300,28932,5837
12/03/03,400,29024,5887
12/03/03,500,29802,5964
12/03/03,600,32427,6322
12/03/03,700,36668,6911
12/03/03,800,38179,7191
12/03/03,900,37635,7051
12/03/03,1000,37065,6917
12/03/03,1100,36551,6793
12/03/03,1200,36060,6764
12/03/03,1300,35362,6531
12/03/03,1400,35133,6530
12/03/03,1500,34935,6484
12/03/03,1600,35312,6507
12/03/03,1700,37319,6731
12/03/03,1800,40469,7226
12/03/03,1900,40622,7355
12/03/03,2000,40168,7400
12/03/03,2100,39588,7327
12/03/03,2200,38035,7119
12/03/03,2300,35343,6658
12/03/03,2400,32365,6206
12/02/03,100,27642,5611
12/02/03,200,26577,5477
12/02/03,300,26285,5445
12/02/03,400,26237,5535
12/02/03,500,26963,5615
12/02/03,600,29293,5963
12/02/03,700,33296,6499
12/02/03,800,35205,6767
12/02/03,900,35044,6719
12/02/03,1000,35021,6679
12/02/03,1100,35134,6607
12/02/03,1200,35086,6625
12/02/03,1300,34868,6514
12/02/03,1400,34684,6393
12/02/03,1500,34630,6490
12/02/03,1600,34814,6393
12/02/03,1700,36735,6685
12/02/03,1800,40253,7239
12/02/03,1900,40594,7333
12/02/03,2000,40160,7329
12/02/03,2100,39380,7258
12/02/03,2200,37759,7014
12/02/03,2300,34769,6623
12/02/03,2400,31909,6177
12/01/03,100,24577,4784
12/01/03,200,23607,4686
12/01/03,300,23293,4623
12/01/03,400,23300,4654
12/01/03,500,24002,4816
12/01/03,600,26009,5099
12/01/03,700,29564,5604
12/01/03,800,31506,5855
12/01/03,900,32086,5912
12/01/03,1000,32342,5955
12/01/03,1100,32723,5994
12/01/03,1200,32548,5989
12/01/03,1300,32252,5971
12/01/03,1400,32118,5945
12/01/03,1500,32069,5884
12/01/03,1600,32409,5883
12/01/03,1700,34252,6138
12/01/03,1800,37455,6788
12/01/03,1900,37727,6959
12/01/03,2000,37360,6960
12/01/03,2100,36346,6861
12/01/03,2200,34763,6618
12/01/03,2300,32075,6280
12/01/03,2400,29305,5835
11/30/03,100,26234,5262
11/30/03,200,25172,5093
11/30/03,300,24566,5014
11/30/03,400,24238,4996
11/30/03,500,24175,5013
11/30/03,600,24609,5106
11/30/03,700,25601,5255
11/30/03,800,26577,5447
11/30/03,900,28006,5669
11/30/03,1000,29049,5741
11/30/03,1100,29136,5633
11/30/03,1200,28834,5522
11/30/03,1300,28397,5381
11/30/03,1400,27973,5223
11/30/03,1500,27618,5140
11/30/03,1600,27660,5129
11/30/03,1700,29571,5362
11/30/03,1800,32670,5919
11/30/03,1900,33104,6062
11/30/03,2000,32797,6044
11/30/03,2100,32150,5959
11/30/03,2200,30659,5712
11/30/03,2300,28497,5395
11/30/03,2400,26228,5061
11/29/03,100,23791,4949
11/29/03,200,22968,4911
11/29/03,300,22661,4919
11/29/03,400,22704,4910
11/29/03,500,22996,4966
11/29/03,600,23950,5124
11/29/03,700,25426,5277
11/29/03,800,26788,5573
11/29/03,900,28618,5877
11/29/03,1000,29821,6060
11/29/03,1100,30243,6150
11/29/03,1200,30170,6146
11/29/03,1300,29893,6079
11/29/03,1400,29687,5981
11/29/03,1500,29381,5870
11/29/03,1600,29358,5927
11/29/03,1700,30613,6039
11/29/03,1800,33272,6337
11/29/03,1900,33293,6401
11/29/03,2000,32829,6350
11/29/03,2100,32209,6220
11/29/03,2200,31338,6109
11/29/03,2300,29774,5826
11/29/03,2400,27999,5536
11/28/03,100,22013,4237
11/28/03,200,21243,4080
11/28/03,300,20699,4037
11/28/03,400,20588,4065
11/28/03,500,20982,4143
11/28/03,600,22148,4337
11/28/03,700,24000,4545
11/28/03,800,25631,4838
11/28/03,900,27231,5008
11/28/03,1000,28591,5177
11/28/03,1100,29259,5306
11/28/03,1200,29507,5360
11/28/03,1300,29367,5332
11/28/03,1400,29032,5301
11/28/03,1500,28727,5281
11/28/03,1600,28826,5359
11/28/03,1700,30155,5488
11/28/03,1800,31658,5756
11/28/03,1900,31305,5812
11/28/03,2000,30556,5786
11/28/03,2100,29825,5722
11/28/03,2200,28667,5628
11/28/03,2300,27135,5438
11/28/03,2400,25341,5215
11/27/03,100,25507,4894
11/27/03,200,24400,4707
11/27/03,300,23739,4685
11/27/03,400,23511,4663
11/27/03,500,23715,4645
11/27/03,600,24410,4784
11/27/03,700,25498,4944
11/27/03,800,26397,5179
11/27/03,900,27653,5409
11/27/03,1000,28391,5528
11/27/03,1100,28705,5578
11/27/03,1200,28577,5510
11/27/03,1300,27834,5337
11/27/03,1400,26843,5039
11/27/03,1500,25950,4858
11/27/03,1600,25429,4770
11/27/03,1700,25919,4796
11/27/03,1800,27176,5003
11/27/03,1900,27076,5068
11/27/03,2000,26950,5037
11/27/03,2100,26848,5008
11/27/03,2200,26362,4914
11/27/03,2300,25170,4702
11/27/03,2400,23482,4422
11/26/03,100,27465,5375
11/26/03,200,26448,5276
11/26/03,300,26076,5255
11/26/03,400,26101,5272
11/26/03,500,26802,5374
11/26/03,600,28884,5745
11/26/03,700,32542,6216
11/26/03,800,34487,6428
11/26/03,900,34968,6449
11/26/03,1000,34807,6416
11/26/03,1100,34536,6335
11/26/03,1200,33958,6203
11/26/03,1300,33344,6060
11/26/03,1400,32879,5923
11/26/03,1500,32423,5907
11/26/03,1600,32197,5831
11/26/03,1700,33397,5994
11/26/03,1800,35738,6343
11/26/03,1900,35610,6409
11/26/03,2000,34830,6355
11/26/03,2100,33769,6210
11/26/03,2200,32274,5957
11/26/03,2300,30141,5663
11/26/03,2400,27579,5235
11/25/03,100,25373,5368
11/25/03,200,24547,5315
11/25/03,300,24355,5289
11/25/03,400,24501,5339
11/25/03,500,25316,5406
11/25/03,600,27702,5767
11/25/03,700,31763,6320
11/25/03,800,33731,6474
11/25/03,900,33963,6406
11/25/03,1000,33809,6397
11/25/03,1100,33671,6312
11/25/03,1200,33180,6227
11/25/03,1300,32717,6081
11/25/03,1400,32495,5994
11/25/03,1500,32158,5909
11/25/03,1600,32108,5859
11/25/03,1700,33655,6081
11/25/03,1800,36662,6556
11/25/03,1900,36955,6655
11/25/03,2000,36412,6644
11/25/03,2100,35867,6585
11/25/03,2200,34341,6349
11/25/03,2300,31800,5996
11/25/03,2400,29248,5655
11/24/03,100,23571,4607
11/24/03,200,22718,4549
11/24/03,300,22479,4576
11/24/03,400,22486,4512
11/24/03,500,23146,4639
11/24/03,600,25294,4975
11/24/03,700,29259,5518
11/24/03,800,31400,5700
11/24/03,900,31931,5751
11/24/03,1000,32084,5789
11/24/03,1100,32048,5870
11/24/03,1200,31851,5811
11/24/03,1300,31480,5775
11/24/03,1400,31434,5806
11/24/03,1500,31164,5813
11/24/03,1600,31162,5913
11/24/03,1700,32558,6181
11/24/03,1800,34961,6534
11/24/03,1900,34818,6592
11/24/03,2000,34209,6590
11/24/03,2100,33354,6444
11/24/03,2200,31861,6239
11/24/03,2300,29491,5951
11/24/03,2400,27004,5647
11/23/03,100,23542,4513
11/23/03,200,22601,4377
11/23/03,300,22069,4385
11/23/03,400,21891,4315
11/23/03,500,21938,4356
11/23/03,600,22545,4526
11/23/03,700,23475,4700
11/23/03,800,24378,4892
11/23/03,900,25782,5147
11/23/03,1000,26679,5230
11/23/03,1100,26934,5159
11/23/03,1200,26825,5136
11/23/03,1300,26624,5018
11/23/03,1400,26329,4986
11/23/03,1500,25992,4907
11/23/03,1600,26043,4900
11/23/03,1700,27659,5022
11/23/03,1800,30912,5597
11/23/03,1900,31228,5690
11/23/03,2000,30938,5665
11/23/03,2100,30252,5566
11/23/03,2200,29004,5363
11/23/03,2300,27149,5116
11/23/03,2400,25061,4790
11/22/03,100,24150,4676
11/22/03,200,23139,4547
11/22/03,300,22636,4556
11/22/03,400,22514,4576
11/22/03,500,22656,4632
11/22/03,600,23579,4833
11/22/03,700,24999,5097
11/22/03,800,26350,5264
11/22/03,900,27872,5489
11/22/03,1000,28543,5567
11/22/03,1100,28752,5519
11/22/03,1200,28366,5365
11/22/03,1300,27864,5261
11/22/03,1400,27317,5137
11/22/03,1500,26850,5074
11/22/03,1600,26585,4990
11/22/03,1700,27699,5125
11/22/03,1800,30447,5559
