Date,Hour,PJM-E,PJM-W
10/12/03,1100,26049,4799
10/12/03,1200,26512,4880
10/12/03,1300,26796,4904
10/12/03,1400,26894,4844
10/12/03,1500,26794,4809
10/12/03,1600,26867,4846
10/12/03,1700,27203,4934
10/12/03,1800,27616,4981
10/12/03,1900,28667,5107
10/12/03,2000,30020,5365
10/12/03,2100,29603,5305
10/12/03,2200,28242,5115
10/12/03,2300,26359,4821
10/12/03,2400,24258,4554
10/11/03,100,23401,4427
10/11/03,200,22006,4209
10/11/03,300,21294,4122
10/11/03,400,20827,4072
10/11/03,500,20816,4109
10/11/03,600,21398,4205
10/11/03,700,22715,4427
10/11/03,800,23878,4623
10/11/03,900,25679,4872
10/11/03,1000,27102,5085
10/11/03,1100,27860,5149
10/11/03,1200,28019,5106
10/11/03,1300,27908,5074
10/11/03,1400,27561,5027
10/11/03,1500,27210,4950
10/11/03,1600,27083,4933
10/11/03,1700,27049,5007
10/11/03,1800,27196,5038
10/11/03,1900,28159,5061
10/11/03,2000,29319,5276
10/11/03,2100,28795,5232
10/11/03,2200,27652,5010
10/11/03,2300,26079,4709
10/11/03,2400,24094,4401
10/10/03,100,23991,4493
10/10/03,200,22743,4377
10/10/03,300,22119,4306
10/10/03,400,21857,4296
10/10/03,500,22213,4351
10/10/03,600,24097,4642
10/10/03,700,27783,5173
10/10/03,800,30318,5505
10/10/03,900,31197,5528
10/10/03,1000,31850,5581
10/10/03,1100,32311,5633
10/10/03,1200,32430,5623
10/10/03,1300,32312,5651
10/10/03,1400,32216,5651
10/10/03,1500,31662,5610
10/10/03,1600,31485,5526
10/10/03,1700,31167,5506
10/10/03,1800,30890,5490
10/10/03,1900,31385,5459
10/10/03,2000,31957,5640
10/10/03,2100,31056,5577
10/10/03,2200,29658,5343
10/10/03,2300,27559,5057
10/10/03,2400,25238,4649
10/09/03,100,23687,4487
10/09/03,200,22534,4323
10/09/03,300,21975,4305
10/09/03,400,21725,4368
10/09/03,500,22175,4405
10/09/03,600,24121,4710
10/09/03,700,27992,5308
10/09/03,800,30308,5585
10/09/03,900,30515,5612
10/09/03,1000,31440,5625
10/09/03,1100,32180,5688
10/09/03,1200,32652,5673
10/09/03,1300,32877,5664
10/09/03,1400,33346,5691
10/09/03,1500,33463,5684
10/09/03,1600,33430,5624
10/09/03,1700,33204,5614
10/09/03,1800,32997,5606
10/09/03,1900,33354,5751
10/09/03,2000,34349,5961
10/09/03,2100,33382,5884
10/09/03,2200,31599,5633
10/09/03,2300,28832,5279
10/09/03,2400,26275,4823
10/08/03,100,23567,4624
10/08/03,200,22515,4441
10/08/03,300,22052,4411
10/08/03,400,21904,4452
10/08/03,500,22328,4520
10/08/03,600,24235,4844
10/08/03,700,28263,5408
10/08/03,800,30451,5705
10/08/03,900,30978,5682
10/08/03,1000,31396,5712
10/08/03,1100,31928,5678
10/08/03,1200,32070,5642
10/08/03,1300,32234,5601
10/08/03,1400,32388,5620
10/08/03,1500,32397,5640
10/08/03,1600,32379,5603
10/08/03,1700,32296,5607
10/08/03,1800,31992,5592
10/08/03,1900,32385,5593
10/08/03,2000,33695,5934
10/08/03,2100,32885,5876
10/08/03,2200,31161,5646
10/08/03,2300,28397,5281
10/08/03,2400,25699,4831
10/07/03,100,23854,4699
10/07/03,200,23030,4570
10/07/03,300,22601,4573
10/07/03,400,22532,4595
10/07/03,500,23063,4689
10/07/03,600,25188,5003
10/07/03,700,29245,5619
10/07/03,800,31189,5863
10/07/03,900,31465,5834
10/07/03,1000,31436,5781
10/07/03,1100,31669,5741
10/07/03,1200,31553,5678
10/07/03,1300,31362,5648
10/07/03,1400,31384,5619
10/07/03,1500,31140,5525
10/07/03,1600,30889,5418
10/07/03,1700,30871,5489
10/07/03,1800,30862,5474
10/07/03,1900,31495,5553
10/07/03,2000,33130,5880
10/07/03,2100,32366,5892
10/07/03,2200,30793,5632
10/07/03,2300,28033,5284
10/07/03,2400,25401,4880
10/06/03,100,22720,4439
10/06/03,200,22018,4374
10/06/03,300,21669,4374
10/06/03,400,21754,4390
10/06/03,500,22322,4493
10/06/03,600,24262,4855
10/06/03,700,27951,5491
10/06/03,800,30061,5809
10/06/03,900,30976,5856
10/06/03,1000,31352,5842
10/06/03,1100,31586,5782
10/06/03,1200,31391,5693
10/06/03,1300,31245,5612
10/06/03,1400,31113,5583
10/06/03,1500,30831,5520
10/06/03,1600,30582,5427
10/06/03,1700,30484,5416
10/06/03,1800,30487,5492
10/06/03,1900,31156,5581
10/06/03,2000,32842,5903
10/06/03,2100,32245,5901
10/06/03,2200,30760,5699
10/06/03,2300,28148,5309
10/06/03,2400,25666,4923
10/05/03,100,22762,4419
10/05/03,200,21746,4295
10/05/03,300,21136,4221
10/05/03,400,20869,4247
10/05/03,500,20880,4261
10/05/03,600,21364,4274
10/05/03,700,22269,4428
10/05/03,800,23214,4630
10/05/03,900,24791,4924
10/05/03,1000,25795,5031
10/05/03,1100,26182,5003
10/05/03,1200,26300,4955
10/05/03,1300,26205,4934
10/05/03,1400,25912,4809
10/05/03,1500,25634,4729
10/05/03,1600,25456,4692
10/05/03,1700,25664,4713
10/05/03,1800,26095,4803
10/05/03,1900,27211,4948
10/05/03,2000,29228,5334
10/05/03,2100,29057,5391
10/05/03,2200,27896,5149
10/05/03,2300,26165,4941
10/05/03,2400,24224,4671
10/04/03,100,23474,4610
10/04/03,200,22481,4459
10/04/03,300,21855,4415
10/04/03,400,21507,4372
10/04/03,500,21566,4383
10/04/03,600,22156,4473
10/04/03,700,23415,4643
10/04/03,800,24767,4944
10/04/03,900,26722,5216
10/04/03,1000,28217,5414
10/04/03,1100,28905,5541
10/04/03,1200,28882,5502
10/04/03,1300,28401,5403
10/04/03,1400,27971,5253
10/04/03,1500,27376,5164
10/04/03,1600,27048,5070
10/04/03,1700,27188,5096
10/04/03,1800,27800,5095
10/04/03,1900,28597,5157
10/04/03,2000,29278,5402
10/04/03,2100,28799,5394
10/04/03,2200,27807,5234
10/04/03,2300,26267,4991
10/04/03,2400,24396,4673
10/03/03,100,24273,4974
10/03/03,200,23381,4864
10/03/03,300,23001,4809
10/03/03,400,22916,4821
10/03/03,500,23463,4898
10/03/03,600,25622,5260
10/03/03,700,29506,5877
10/03/03,800,31531,6161
10/03/03,900,32001,6145
10/03/03,1000,31914,6058
10/03/03,1100,31877,5906
10/03/03,1200,31589,5778
10/03/03,1300,31171,5639
10/03/03,1400,30993,5550
10/03/03,1500,30487,5476
10/03/03,1600,29988,5307
10/03/03,1700,29731,5375
10/03/03,1800,29529,5328
10/03/03,1900,30028,5375
10/03/03,2000,31397,5657
10/03/03,2100,30840,5649
10/03/03,2200,29702,5512
10/03/03,2300,27693,5192
10/03/03,2400,25458,4902
10/02/03,100,23401,4699
10/02/03,200,22416,4536
10/02/03,300,21949,4441
10/02/03,400,21770,4489
10/02/03,500,22334,4610
10/02/03,600,24358,4935
10/02/03,700,28409,5600
10/02/03,800,30341,5837
10/02/03,900,30830,5818
10/02/03,1000,31167,5774
10/02/03,1100,31501,5801
10/02/03,1200,31544,5761
10/02/03,1300,31300,5656
10/02/03,1400,31225,5648
10/02/03,1500,30851,5569
10/02/03,1600,30553,5493
10/02/03,1700,30507,5484
10/02/03,1800,30514,5507
10/02/03,1900,31149,5631
10/02/03,2000,33002,6055
10/02/03,2100,32580,6085
10/02/03,2200,31327,5895
10/02/03,2300,28867,5548
10/02/03,2400,26311,5190
10/01/03,100,23232,4587
10/01/03,200,22173,4417
10/01/03,300,21587,4391
10/01/03,400,21493,4373
10/01/03,500,21868,4473
10/01/03,600,23828,4722
10/01/03,700,27800,5337
10/01/03,800,30047,5629
10/01/03,900,30750,5655
10/01/03,1000,31143,5648
10/01/03,1100,31504,5691
10/01/03,1200,31537,5677
10/01/03,1300,31399,5646
10/01/03,1400,31344,5595
10/01/03,1500,31064,5522
10/01/03,1600,30917,5451
10/01/03,1700,30850,5451
10/01/03,1800,30987,5519
10/01/03,1900,31635,5599
10/01/03,2000,32971,5921
10/01/03,2100,32307,5972
10/01/03,2200,30663,5728
10/01/03,2300,28051,5369
10/01/03,2400,25353,4963
09/30/03,100,23060,4570
09/30/03,200,21998,4432
09/30/03,300,21512,4344
09/30/03,400,21344,4346
09/30/03,500,21731,4488
09/30/03,600,23634,4789
09/30/03,700,27548,5379
09/30/03,800,29488,5672
09/30/03,900,30169,5719
09/30/03,1000,30743,5620
09/30/03,1100,31226,5631
09/30/03,1200,31352,5586
09/30/03,1300,31379,5581
09/30/03,1400,31404,5505
09/30/03,1500,31199,5458
09/30/03,1600,31089,5395
09/30/03,1700,30982,5414
09/30/03,1800,30844,5433
09/30/03,1900,30927,5486
09/30/03,2000,32659,5840
09/30/03,2100,32133,5837
09/30/03,2200,30437,5593
09/30/03,2300,27658,5170
09/30/03,2400,25056,4801
09/29/03,100,22650,4133
09/29/03,200,21658,4058
09/29/03,300,21128,4045
09/29/03,400,21030,4041
09/29/03,500,21468,4144
09/29/03,600,23299,4469
09/29/03,700,27075,5106
09/29/03,800,29278,5398
09/29/03,900,30348,5479
09/29/03,1000,31215,5586
09/29/03,1100,31948,5646
09/29/03,1200,32154,5605
09/29/03,1300,32157,5629
09/29/03,1400,32248,5569
09/29/03,1500,32062,5520
09/29/03,1600,31826,5456
09/29/03,1700,31680,5487
09/29/03,1800,31463,5543
09/29/03,1900,31395,5539
09/29/03,2000,32865,5864
09/29/03,2100,32251,5857
09/29/03,2200,30514,5651
09/29/03,2300,27722,5242
09/29/03,2400,24957,4836
09/28/03,100,26758,4187
09/28/03,200,25220,4005
09/28/03,300,24184,3929
09/28/03,400,23505,3866
09/28/03,500,23184,3835
09/28/03,600,23253,3853
09/28/03,700,23799,3948
09/28/03,800,24607,4169
09/28/03,900,26117,4477
09/28/03,1000,27849,4702
09/28/03,1100,28955,4828
09/28/03,1200,29608,4871
09/28/03,1300,29963,4925
09/28/03,1400,29762,4920
09/28/03,1500,29506,4866
09/28/03,1600,29226,4876
09/28/03,1700,29137,4943
09/28/03,1800,29259,4956
09/28/03,1900,29571,4996
09/28/03,2000,30995,5236
09/28/03,2100,30526,5212
09/28/03,2200,29064,4997
09/28/03,2300,26772,4701
09/28/03,2400,24531,4374
09/27/03,100,25892,4551
09/27/03,200,24479,4328
09/27/03,300,23587,4200
09/27/03,400,23097,4162
09/27/03,500,23042,4138
09/27/03,600,23597,4239
09/27/03,700,24844,4385
09/27/03,800,26219,4603
09/27/03,900,28621,4895
09/27/03,1000,30771,5167
09/27/03,1100,32404,5332
09/27/03,1200,33445,5421
09/27/03,1300,34097,5446
09/27/03,1400,34508,5442
09/27/03,1500,34544,5389
09/27/03,1600,34563,5377
09/27/03,1700,34633,5392
09/27/03,1800,34341,5346
09/27/03,1900,33889,5342
09/27/03,2000,34816,5442
09/27/03,2100,34381,5365
09/27/03,2200,32954,5149
09/27/03,2300,31002,4827
09/27/03,2400,28818,4503
09/26/03,100,25875,4586
09/26/03,200,24562,4433
09/26/03,300,23717,4370
09/26/03,400,23437,4335
09/26/03,500,23726,4393
09/26/03,600,25418,4672
09/26/03,700,29004,5201
09/26/03,800,31422,5452
09/26/03,900,32419,5522
09/26/03,1000,33376,5589
09/26/03,1100,34442,5638
09/26/03,1200,35019,5694
09/26/03,1300,35447,5707
09/26/03,1400,36004,5752
09/26/03,1500,36141,5694
09/26/03,1600,36217,5696
09/26/03,1700,36148,5680
09/26/03,1800,35606,5627
09/26/03,1900,34964,5594
09/26/03,2000,35658,5762
09/26/03,2100,34790,5726
09/26/03,2200,33078,5517
09/26/03,2300,30695,5214
09/26/03,2400,28102,4827
09/25/03,100,24001,4571
09/25/03,200,22832,4457
09/25/03,300,22289,4362
09/25/03,400,22052,4352
09/25/03,500,22393,4397
09/25/03,600,24191,4631
09/25/03,700,27945,5203
09/25/03,800,30206,5507
09/25/03,900,31416,5567
09/25/03,1000,32640,5652
09/25/03,1100,33821,5765
09/25/03,1200,34596,5830
09/25/03,1300,35165,5842
09/25/03,1400,35731,5834
09/25/03,1500,36159,5811
09/25/03,1600,36527,5743
09/25/03,1700,36637,5749
09/25/03,1800,36294,5761
09/25/03,1900,35769,5729
09/25/03,2000,36825,5944
09/25/03,2100,36119,5968
09/25/03,2200,34075,5685
09/25/03,2300,31208,5296
09/25/03,2400,28228,4887
09/24/03,100,24052,4542
09/24/03,200,22812,4413
09/24/03,300,22170,4349
09/24/03,400,21822,4315
09/24/03,500,22162,4403
09/24/03,600,23911,4637
09/24/03,700,27507,5227
09/24/03,800,29475,5448
09/24/03,900,30424,5536
09/24/03,1000,31661,5572
09/24/03,1100,32609,5634
09/24/03,1200,33049,5663
09/24/03,1300,33409,5697
09/24/03,1400,33907,5720
09/24/03,1500,34191,5663
09/24/03,1600,34341,5689
09/24/03,1700,34527,5758
09/24/03,1800,34100,5744
09/24/03,1900,33271,5691
09/24/03,2000,34310,5887
09/24/03,2100,33911,5924
09/24/03,2200,31941,5681
09/24/03,2300,29008,5250
09/24/03,2400,26182,4860
09/23/03,100,26725,4749
09/23/03,200,25462,4584
09/23/03,300,24818,4501
09/23/03,400,24631,4465
09/23/03,500,24965,4484
09/23/03,600,26778,4730
09/23/03,700,30512,5263
09/23/03,800,32973,5515
09/23/03,900,33720,5630
09/23/03,1000,34299,5743
09/23/03,1100,34914,5874
09/23/03,1200,35242,5945
09/23/03,1300,35471,5945
09/23/03,1400,35714,5937
09/23/03,1500,35827,5881
09/23/03,1600,35868,5835
09/23/03,1700,35864,5828
09/23/03,1800,35293,5792
09/23/03,1900,34365,5701
09/23/03,2000,35138,5913
09/23/03,2100,34501,5970
09/23/03,2200,32431,5679
09/23/03,2300,29259,5275
09/23/03,2400,26204,4828
09/22/03,100,23924,4498
09/22/03,200,22961,4384
09/22/03,300,22356,4321
09/22/03,400,22264,4300
09/22/03,500,22685,4322
09/22/03,600,24515,4627
09/22/03,700,28180,5221
09/22/03,800,30725,5574
09/22/03,900,32214,5729
09/22/03,1000,33335,5794
09/22/03,1100,34421,5924
09/22/03,1200,35078,6031
09/22/03,1300,35483,6053
09/22/03,1400,35917,6038
09/22/03,1500,36107,5964
09/22/03,1600,36058,5969
09/22/03,1700,36130,6000
09/22/03,1800,35903,5997
09/22/03,1900,35796,6043
09/22/03,2000,37058,6192
09/22/03,2100,36524,6146
09/22/03,2200,34565,5870
09/22/03,2300,31652,5458
09/22/03,2400,28854,5043
09/21/03,100,25032,4203
09/21/03,200,23422,4051
09/21/03,300,22484,3969
09/21/03,400,21813,3841
09/21/03,500,21399,3833
09/21/03,600,21359,3896
09/21/03,700,21827,3990
09/21/03,800,22423,4127
09/21/03,900,24208,4434
09/21/03,1000,25945,4644
09/21/03,1100,27255,4788
09/21/03,1200,28169,4958
09/21/03,1300,28957,5015
09/21/03,1400,29327,5090
09/21/03,1500,29579,5170
09/21/03,1600,29833,5206
09/21/03,1700,30146,5322
09/21/03,1800,30364,5420
09/21/03,1900,30349,5411
09/21/03,2000,31785,5603
09/21/03,2100,31876,5730
09/21/03,2200,30371,5471
09/21/03,2300,28132,5111
09/21/03,2400,25743,4702
09/20/03,100,24908,4383
09/20/03,200,23255,4175
09/20/03,300,22318,4053
09/20/03,400,21765,4011
09/20/03,500,21580,4046
09/20/03,600,21925,4090
09/20/03,700,22824,4283
09/20/03,800,24053,4485
09/20/03,900,26367,4746
09/20/03,1000,28731,4974
09/20/03,1100,30633,5205
09/20/03,1200,31894,5289
09/20/03,1300,32719,5333
09/20/03,1400,33243,5357
09/20/03,1500,33488,5311
09/20/03,1600,33452,5292
09/20/03,1700,33635,5366
09/20/03,1800,33228,5361
09/20/03,1900,32672,5256
09/20/03,2000,33362,5387
09/20/03,2100,33086,5379
09/20/03,2200,31473,5200
09/20/03,2300,29488,4895
09/20/03,2400,27218,4518
09/19/03,100,22375,4377
09/19/03,200,21297,4156
09/19/03,300,20574,4118
09/19/03,400,20208,4089
09/19/03,500,20244,4123
09/19/03,600,21396,4304
09/19/03,700,23569,4733
09/19/03,800,26047,4969
09/19/03,900,28358,5248
09/19/03,1000,30185,5457
09/19/03,1100,32002,5584
09/19/03,1200,33062,5654
09/19/03,1300,33720,5661
09/19/03,1400,34218,5665
09/19/03,1500,34493,5600
09/19/03,1600,34393,5540
09/19/03,1700,34186,5550
09/19/03,1800,33733,5463
09/19/03,1900,33201,5436
09/19/03,2000,33697,5535
09/19/03,2100,33110,5577
09/19/03,2200,31614,5384
09/19/03,2300,29272,5090
09/19/03,2400,26813,4683
09/18/03,100,25309,4674
09/18/03,200,24054,4493
09/18/03,300,23353,4423
09/18/03,400,23023,4370
09/18/03,500,23308,4404
09/18/03,600,25079,4689
09/18/03,700,28496,5139
09/18/03,800,31018,5385
09/18/03,900,32155,5427
09/18/03,1000,33083,5493
09/18/03,1100,33619,5635
09/18/03,1200,33902,5673
09/18/03,1300,33704,5646
09/18/03,1400,33480,5826
09/18/03,1500,33069,5749
09/18/03,1600,32510,5734
09/18/03,1700,32109,5672
09/18/03,1800,31830,5700
09/18/03,1900,31561,5771
09/18/03,2000,31777,5843
09/18/03,2100,30757,5720
09/18/03,2200,29123,5418
09/18/03,2300,26794,4974
09/18/03,2400,24380,4638
09/17/03,100,25201,4664
09/17/03,200,23875,4485
09/17/03,300,23174,4386
09/17/03,400,22814,4334
09/17/03,500,23103,4360
09/17/03,600,24823,4669
09/17/03,700,28323,5240
09/17/03,800,30407,5412
09/17/03,900,31685,5530
09/17/03,1000,33118,5653
09/17/03,1100,34281,5758
09/17/03,1200,35020,5856
09/17/03,1300,35412,5950
09/17/03,1400,36026,6008
09/17/03,1500,36326,6034
09/17/03,1600,36468,6078
09/17/03,1700,36476,6118
09/17/03,1800,35909,6087
09/17/03,1900,34889,5989
09/17/03,2000,35371,6061
09/17/03,2100,35394,6170
09/17/03,2200,33578,5895
09/17/03,2300,30525,5413
09/17/03,2400,27541,4977
09/16/03,100,27838,4691
09/16/03,200,26253,4529
09/16/03,300,25250,4420
09/16/03,400,24679,4423
09/16/03,500,24834,4488
09/16/03,600,26355,4701
09/16/03,700,29781,5267
09/16/03,800,31704,5453
09/16/03,900,33036,5559
09/16/03,1000,34358,5707
09/16/03,1100,35516,5802
09/16/03,1200,36235,5882
09/16/03,1300,36757,5879
09/16/03,1400,37518,5967
09/16/03,1500,37872,6065
09/16/03,1600,38164,6065
09/16/03,1700,38417,6135
09/16/03,1800,37831,6088
09/16/03,1900,36424,6012
09/16/03,2000,36463,6025
09/16/03,2100,36233,6177
09/16/03,2200,34042,5891
09/16/03,2300,30696,5365
09/16/03,2400,27486,4957
09/15/03,100,28409,4778
09/15/03,200,26871,4626
09/15/03,300,26030,4519
09/15/03,400,25768,4494
09/15/03,500,26135,4552
09/15/03,600,28080,4805
09/15/03,700,32016,5466
09/15/03,800,34814,5776
09/15/03,900,36435,5933
09/15/03,1000,37681,6099
09/15/03,1100,38911,6162
09/15/03,1200,39641,6316
09/15/03,1300,40061,6407
09/15/03,1400,40380,6480
09/15/03,1500,40133,6434
09/15/03,1600,39799,6343
09/15/03,1700,39644,6317
09/15/03,1800,39479,6315
09/15/03,1900,39028,6194
09/15/03,2000,39530,6200
09/15/03,2100,38983,6292
09/15/03,2200,36834,5954
09/15/03,2300,33634,5516
09/15/03,2400,30353,5068
09/14/03,100,26753,4549
09/14/03,200,25310,4323
09/14/03,300,24392,4238
09/14/03,400,23787,4161
09/14/03,500,23529,4129
09/14/03,600,23739,4133
09/14/03,700,24390,4244
09/14/03,800,25349,4410
09/14/03,900,27791,4747
09/14/03,1000,30198,5062
09/14/03,1100,32073,5283
09/14/03,1200,33730,5430
09/14/03,1300,34932,5612
09/14/03,1400,35902,5745
09/14/03,1500,36409,5798
09/14/03,1600,36799,5856
09/14/03,1700,37030,5882
09/14/03,1800,37106,5962
09/14/03,1900,36721,5943
09/14/03,2000,37562,6032
09/14/03,2100,37887,6127
09/14/03,2200,36200,5917
09/14/03,2300,33522,5465
09/14/03,2400,30651,5050
09/13/03,100,24439,4493
09/13/03,200,23198,4292
09/13/03,300,22542,4279
09/13/03,400,22121,4178
09/13/03,500,22049,4193
09/13/03,600,22711,4271
09/13/03,700,23973,4436
09/13/03,800,25456,4654
09/13/03,900,27830,4960
09/13/03,1000,30017,5162
09/13/03,1100,31222,5409
09/13/03,1200,31835,5473
09/13/03,1300,32143,5491
09/13/03,1400,32358,5507
09/13/03,1500,32566,5391
09/13/03,1600,32805,5392
09/13/03,1700,33059,5479
09/13/03,1800,33123,5519
09/13/03,1900,32957,5477
09/13/03,2000,33674,5598
09/13/03,2100,33926,5699
09/13/03,2200,32950,5528
09/13/03,2300,31071,5228
09/13/03,2400,28879,4846
09/12/03,100,25759,4697
09/12/03,200,24427,4477
09/12/03,300,23654,4379
09/12/03,400,23292,4404
09/12/03,500,23636,4426
09/12/03,600,25347,4660
09/12/03,700,28825,5253
09/12/03,800,31112,5460
09/12/03,900,32334,5573
09/12/03,1000,33332,5705
09/12/03,1100,33993,5805
09/12/03,1200,34275,5812
09/12/03,1300,34149,5834
09/12/03,1400,34032,5885
09/12/03,1500,33492,5831
09/12/03,1600,33026,5785
09/12/03,1700,32631,5770
09/12/03,1800,32143,5713
09/12/03,1900,31688,5614
09/12/03,2000,32266,5664
09/12/03,2100,32070,5723
09/12/03,2200,30788,5500
09/12/03,2300,28739,5191
09/12/03,2400,26337,4803
09/11/03,100,24767,4719
09/11/03,200,23471,4490
09/11/03,300,22845,4399
09/11/03,400,22506,4364
09/11/03,500,22846,4419
09/11/03,600,24688,4657
09/11/03,700,28185,5234
09/11/03,800,30333,5450
09/11/03,900,31727,5488
09/11/03,1000,33028,5634
09/11/03,1100,34308,5783
09/11/03,1200,35109,5911
09/11/03,1300,35639,6017
09/11/03,1400,36291,6104
09/11/03,1500,36839,6157
09/11/03,1600,37080,6276
09/11/03,1700,37198,6343
09/11/03,1800,36619,6284
09/11/03,1900,35389,6145
09/11/03,2000,35623,6192
09/11/03,2100,35999,6339
09/11/03,2200,34156,6067
09/11/03,2300,31006,5580
09/11/03,2400,27940,5069
09/10/03,100,24708,4681
09/10/03,200,23542,4531
09/10/03,300,22820,4442
09/10/03,400,22528,4423
09/10/03,500,22755,4441
09/10/03,600,24778,4663
09/10/03,700,28004,5193
09/10/03,800,30048,5377
09/10/03,900,31350,5552
09/10/03,1000,32538,5696
09/10/03,1100,33500,5866
09/10/03,1200,34073,5948
09/10/03,1300,34532,6021
09/10/03,1400,34999,6077
09/10/03,1500,35249,6139
09/10/03,1600,35483,6132
09/10/03,1700,35765,6209
09/10/03,1800,35388,6194
09/10/03,1900,34422,6116
09/10/03,2000,34596,6077
09/10/03,2100,34964,6235
09/10/03,2200,33080,5957
09/10/03,2300,30021,5483
09/10/03,2400,26988,4989
09/09/03,100,26748,4924
09/09/03,200,25295,4672
09/09/03,300,24544,4573
09/09/03,400,24104,4575
09/09/03,500,24381,4606
09/09/03,600,26181,4866
09/09/03,700,29628,5396
09/09/03,800,31781,5684
09/09/03,900,33136,5815
09/09/03,1000,34279,5920
09/09/03,1100,35133,5978
09/09/03,1200,35645,6105
09/09/03,1300,35980,6159
09/09/03,1400,36221,6217
09/09/03,1500,36113,6129
09/09/03,1600,36083,6145
09/09/03,1700,35885,6235
09/09/03,1800,35347,6175
09/09/03,1900,34182,6050
09/09/03,2000,34284,6088
09/09/03,2100,34753,6223
09/09/03,2200,32905,5953
09/09/03,2300,29773,5477
09/09/03,2400,26857,5035
09/08/03,100,24875,4451
09/08/03,200,23636,4311
09/08/03,300,23020,4264
09/08/03,400,22740,4213
09/08/03,500,23054,4271
09/08/03,600,24912,4577
09/08/03,700,28395,5096
09/08/03,800,30680,5372
09/08/03,900,32555,5547
09/08/03,1000,34218,5725
09/08/03,1100,35650,5923
09/08/03,1200,36833,5998
09/08/03,1300,37558,6150
09/08/03,1400,38292,6257
09/08/03,1500,38385,6304
09/08/03,1600,38320,6303
09/08/03,1700,38161,6378
09/08/03,1800,37571,6395
09/08/03,1900,36642,6328
09/08/03,2000,37142,6371
09/08/03,2100,37355,6460
09/08/03,2200,35309,6158
09/08/03,2300,32100,5678
09/08/03,2400,29165,5249
09/07/03,100,23910,4232
09/07/03,200,22538,4040
09/07/03,300,21667,3907
09/07/03,400,21132,3841
09/07/03,500,20870,3827
09/07/03,600,21035,3846
09/07/03,700,21350,3932
09/07/03,800,21910,4045
09/07/03,900,24620,4359
09/07/03,1000,26390,4698
09/07/03,1100,27998,4858
09/07/03,1200,29166,4996
09/07/03,1300,30008,5153
09/07/03,1400,30671,5201
09/07/03,1500,31214,5268
09/07/03,1600,31775,5301
09/07/03,1700,32391,5433
09/07/03,1800,32700,5471
09/07/03,1900,32294,5393
09/07/03,2000,32731,5479
09/07/03,2100,33736,5680
09/07/03,2200,32240,5441
09/07/03,2300,29663,5042
09/07/03,2400,26898,4710
09/06/03,100,25088,4423
09/06/03,200,23511,4254
09/06/03,300,22602,4102
09/06/03,400,22026,4045
09/06/03,500,21839,4053
09/06/03,600,22216,4139
09/06/03,700,22947,4285
09/06/03,800,24206,4447
09/06/03,900,26553,4736
09/06/03,1000,28569,5003
09/06/03,1100,29859,5172
09/06/03,1200,30607,5236
09/06/03,1300,30962,5273
09/06/03,1400,31099,5277
09/06/03,1500,31250,5306
09/06/03,1600,31424,5344
09/06/03,1700,31546,5422
09/06/03,1800,31294,5437
09/06/03,1900,30709,5350
09/06/03,2000,30722,5295
09/06/03,2100,31404,5470
09/06/03,2200,30181,5256
09/06/03,2300,28164,4940
09/06/03,2400,25923,4566
09/05/03,100,28419,4869
09/05/03,200,26715,4646
09/05/03,300,25675,4532
09/05/03,400,25045,4482
09/05/03,500,25060,4491
09/05/03,600,26604,4762
09/05/03,700,29952,5285
09/05/03,800,32016,5463
09/05/03,900,33417,5654
09/05/03,1000,34750,5806
09/05/03,1100,36110,5917
09/05/03,1200,36708,5907
09/05/03,1300,36945,5865
09/05/03,1400,37301,5868
09/05/03,1500,38006,5840
09/05/03,1600,37187,5758
09/05/03,1700,36924,5754
09/05/03,1800,36087,5687
09/05/03,1900,34674,5588
09/05/03,2000,34080,5568
09/05/03,2100,34281,5698
09/05/03,2200,32633,5527
09/05/03,2300,30131,5157
09/05/03,2400,27510,4744
09/04/03,100,28022,5196
09/04/03,200,26724,4963
09/04/03,300,25944,4857
09/04/03,400,25724,4798
09/04/03,500,26146,4846
09/04/03,600,28204,5060
09/04/03,700,32197,5615
09/04/03,800,34645,5890
09/04/03,900,36290,6036
09/04/03,1000,37611,6170
09/04/03,1100,38450,6289
09/04/03,1200,38762,6414
09/04/03,1300,38828,6483
09/04/03,1400,39017,6627
09/04/03,1500,39015,6679
09/04/03,1600,38984,6682
09/04/03,1700,39082,6739
09/04/03,1800,38932,6668
09/04/03,1900,38451,6523
09/04/03,2000,38728,6469
09/04/03,2100,39242,6607
09/04/03,2200,37471,6324
09/04/03,2300,34238,5800
09/04/03,2400,30849,5227
09/03/03,100,26526,5052
09/03/03,200,25245,4837
09/03/03,300,24533,4667
09/03/03,400,24309,4636
09/03/03,500,24632,4693
09/03/03,600,26404,4981
09/03/03,700,30283,5572
09/03/03,800,32774,5901
09/03/03,900,33967,6055
09/03/03,1000,34988,6168
09/03/03,1100,35816,6262
09/03/03,1200,36317,6396
09/03/03,1300,36357,6474
09/03/03,1400,36599,6583
09/03/03,1500,36677,6696
09/03/03,1600,36736,6715
09/03/03,1700,37108,6790
09/03/03,1800,37109,6769
09/03/03,1900,36775,6691
09/03/03,2000,37315,6709
09/03/03,2100,37533,6790
09/03/03,2200,35958,6503
09/03/03,2300,33060,6008
09/03/03,2400,30080,5513
09/02/03,100,27096,4948
09/02/03,200,25946,4787
09/02/03,300,25286,4682
09/02/03,400,25064,4641
09/02/03,500,25344,4681
