Date,Hour,PJM_Load
12/23/01,2200,30407
12/23/01,2300,28523
12/23/01,2400,26125
12/22/01,100,27377
12/22/01,200,26051
12/22/01,300,25852
12/22/01,400,25807
12/22/01,500,25841
12/22/01,600,26616
12/22/01,700,27990
12/22/01,800,29253
12/22/01,900,30638
12/22/01,1000,31223
12/22/01,1100,30984
12/22/01,1200,30174
12/22/01,1300,29249
12/22/01,1400,28384
12/22/01,1500,27817
12/22/01,1600,27686
12/22/01,1700,29525
12/22/01,1800,33430
12/22/01,1900,33821
12/22/01,2000,33564
12/22/01,2100,33192
12/22/01,2200,32340
12/22/01,2300,31189
12/22/01,2400,29426
12/21/01,100,27364
12/21/01,200,26104
12/21/01,300,25547
12/21/01,400,25359
12/21/01,500,25897
12/21/01,600,27998
12/21/01,700,31932
12/21/01,800,34194
12/21/01,900,34249
12/21/01,1000,33912
12/21/01,1100,33700
12/21/01,1200,33093
12/21/01,1300,32330
12/21/01,1400,31854
12/21/01,1500,31378
12/21/01,1600,31274
12/21/01,1700,32858
12/21/01,1800,36734
12/21/01,1900,36873
12/21/01,2000,36206
12/21/01,2100,35461
12/21/01,2200,34178
12/21/01,2300,32248
12/21/01,2400,29651
12/20/01,100,25552
12/20/01,200,24529
12/20/01,300,24018
12/20/01,400,23909
12/20/01,500,24498
12/20/01,600,26709
12/20/01,700,30923
12/20/01,800,33384
12/20/01,900,33701
12/20/01,1000,33513
12/20/01,1100,33375
12/20/01,1200,33123
12/20/01,1300,32589
12/20/01,1400,32504
12/20/01,1500,32165
12/20/01,1600,32423
12/20/01,1700,34020
12/20/01,1800,37717
12/20/01,1900,37982
12/20/01,2000,37508
12/20/01,2100,36894
12/20/01,2200,35561
12/20/01,2300,33116
12/20/01,2400,29793
12/19/01,100,25649
12/19/01,200,24596
12/19/01,300,24212
12/19/01,400,24118
12/19/01,500,24683
12/19/01,600,27104
12/19/01,700,31230
12/19/01,800,33565
12/19/01,900,33417
12/19/01,1000,32982
12/19/01,1100,32658
12/19/01,1200,31947
12/19/01,1300,31266
12/19/01,1400,30930
12/19/01,1500,30477
12/19/01,1600,30533
12/19/01,1700,32027
12/19/01,1800,36033
12/19/01,1900,36376
12/19/01,2000,35703
12/19/01,2100,35197
12/19/01,2200,33794
12/19/01,2300,31137
12/19/01,2400,28020
12/18/01,100,24640
12/18/01,200,23345
12/18/01,300,22698
12/18/01,400,22465
12/18/01,500,22850
12/18/01,600,24964
12/18/01,700,29021
12/18/01,800,31911
12/18/01,900,32301
12/18/01,1000,32495
12/18/01,1100,32460
12/18/01,1200,32256
12/18/01,1300,31903
12/18/01,1400,31754
12/18/01,1500,31514
12/18/01,1600,31704
12/18/01,1700,33457
12/18/01,1800,36983
12/18/01,1900,36938
12/18/01,2000,36389
12/18/01,2100,35761
12/18/01,2200,34090
12/18/01,2300,31457
12/18/01,2400,28315
12/17/01,100,24642
12/17/01,200,23656
12/17/01,300,23246
12/17/01,400,23356
12/17/01,500,23940
12/17/01,600,26036
12/17/01,700,30196
12/17/01,800,33075
12/17/01,900,33431
12/17/01,1000,33511
12/17/01,1100,33958
12/17/01,1200,33386
12/17/01,1300,32971
12/17/01,1400,32754
12/17/01,1500,32339
12/17/01,1600,32432
12/17/01,1700,34375
12/17/01,1800,36963
12/17/01,1900,36856
12/17/01,2000,36071
12/17/01,2100,35179
12/17/01,2200,33429
12/17/01,2300,30419
12/17/01,2400,27345
12/16/01,100,25695
12/16/01,200,24480
12/16/01,300,23931
12/16/01,400,23661
12/16/01,500,23993
12/16/01,600,24574
12/16/01,700,25734
12/16/01,800,26695
12/16/01,900,28236
12/16/01,1000,28956
12/16/01,1100,28770
12/16/01,1200,28456
12/16/01,1300,28251
12/16/01,1400,27813
12/16/01,1500,27392
12/16/01,1600,27495
12/16/01,1700,29867
12/16/01,1800,33228
12/16/01,1900,33663
12/16/01,2000,33466
12/16/01,2100,32989
12/16/01,2200,31788
12/16/01,2300,29502
12/16/01,2400,26755
12/15/01,100,23705
12/15/01,200,22285
12/15/01,300,21649
12/15/01,400,21392
12/15/01,500,21583
12/15/01,600,22487
12/15/01,700,23977
12/15/01,800,25644
12/15/01,900,27564
12/15/01,1000,28869
12/15/01,1100,29075
12/15/01,1200,28879
12/15/01,1300,28226
12/15/01,1400,27599
12/15/01,1500,26979
12/15/01,1600,26903
12/15/01,1700,28664
12/15/01,1800,32400
12/15/01,1900,32679
12/15/01,2000,32252
12/15/01,2100,31831
12/15/01,2200,31099
12/15/01,2300,29733
12/15/01,2400,27599
12/14/01,100,24121
12/14/01,200,22936
12/14/01,300,22305
12/14/01,400,22116
12/14/01,500,22578
12/14/01,600,24552
12/14/01,700,28587
12/14/01,800,31280
12/14/01,900,31750
12/14/01,1000,32086
12/14/01,1100,32189
12/14/01,1200,31979
12/14/01,1300,31775
12/14/01,1400,31646
12/14/01,1500,31517
12/14/01,1600,31750
12/14/01,1700,32833
12/14/01,1800,34810
12/14/01,1900,34376
12/14/01,2000,33303
12/14/01,2100,32329
12/14/01,2200,30996
12/14/01,2300,28721
12/14/01,2400,25905
12/13/01,100,24984
12/13/01,200,23869
12/13/01,300,23376
12/13/01,400,23457
12/13/01,500,23987
12/13/01,600,25895
12/13/01,700,29569
12/13/01,800,32243
12/13/01,900,32393
12/13/01,1000,32432
12/13/01,1100,32691
12/13/01,1200,32488
12/13/01,1300,32260
12/13/01,1400,32163
12/13/01,1500,31714
12/13/01,1600,31718
12/13/01,1700,33289
12/13/01,1800,35951
12/13/01,1900,35789
12/13/01,2000,34983
12/13/01,2100,34129
12/13/01,2200,32486
12/13/01,2300,29481
12/13/01,2400,26518
12/12/01,100,25343
12/12/01,200,24519
12/12/01,300,24154
12/12/01,400,24178
12/12/01,500,24927
12/12/01,600,27184
12/12/01,700,31329
12/12/01,800,33955
12/12/01,900,33736
12/12/01,1000,33331
12/12/01,1100,33178
12/12/01,1200,32794
12/12/01,1300,32267
12/12/01,1400,32307
12/12/01,1500,32319
12/12/01,1600,32122
12/12/01,1700,34102
12/12/01,1800,36776
12/12/01,1900,36585
12/12/01,2000,35744
12/12/01,2100,34931
12/12/01,2200,33216
12/12/01,2300,30237
12/12/01,2400,27073
12/11/01,100,25372
12/11/01,200,24266
12/11/01,300,23745
12/11/01,400,23566
12/11/01,500,24144
12/11/01,600,26336
12/11/01,700,30334
12/11/01,800,32740
12/11/01,900,32850
12/11/01,1000,32707
12/11/01,1100,32325
12/11/01,1200,32142
12/11/01,1300,31558
12/11/01,1400,31301
12/11/01,1500,30738
12/11/01,1600,30621
12/11/01,1700,32108
12/11/01,1800,35849
12/11/01,1900,36121
12/11/01,2000,35553
12/11/01,2100,34881
12/11/01,2200,33449
12/11/01,2300,30409
12/11/01,2400,27436
12/10/01,100,24874
12/10/01,200,24422
12/10/01,300,24304
12/10/01,400,24461
12/10/01,500,25247
12/10/01,600,27710
12/10/01,700,32094
12/10/01,800,34400
12/10/01,900,34487
12/10/01,1000,34179
12/10/01,1100,33707
12/10/01,1200,33043
12/10/01,1300,32540
12/10/01,1400,32272
12/10/01,1500,32008
12/10/01,1600,32208
12/10/01,1700,34250
12/10/01,1800,37194
12/10/01,1900,37177
12/10/01,2000,36479
12/10/01,2100,35698
12/10/01,2200,33925
12/10/01,2300,30810
12/10/01,2400,27424
12/09/01,100,23965
12/09/01,200,22766
12/09/01,300,22109
12/09/01,400,21739
12/09/01,500,21808
12/09/01,600,22241
12/09/01,700,23152
12/09/01,800,24207
12/09/01,900,25935
12/09/01,1000,27058
12/09/01,1100,27377
12/09/01,1200,27274
12/09/01,1300,27146
12/09/01,1400,26763
12/09/01,1500,26495
12/09/01,1600,26683
12/09/01,1700,28396
12/09/01,1800,32214
12/09/01,1900,32854
12/09/01,2000,32719
12/09/01,2100,32443
12/09/01,2200,31358
12/09/01,2300,29145
12/09/01,2400,26848
12/08/01,100,23587
12/08/01,200,22444
12/08/01,300,21922
12/08/01,400,21713
12/08/01,500,21920
12/08/01,600,22672
12/08/01,700,24090
12/08/01,800,25552
12/08/01,900,27413
12/08/01,1000,28866
12/08/01,1100,29425
12/08/01,1200,29421
12/08/01,1300,29251
12/08/01,1400,29051
12/08/01,1500,29022
12/08/01,1600,29481
12/08/01,1700,31417
12/08/01,1800,33035
12/08/01,1900,32641
12/08/01,2000,31842
12/08/01,2100,31121
12/08/01,2200,29834
12/08/01,2300,28337
12/08/01,2400,26106
12/07/01,100,22884
12/07/01,200,21895
12/07/01,300,21408
12/07/01,400,21204
12/07/01,500,21616
12/07/01,600,23415
12/07/01,700,27423
12/07/01,800,29996
12/07/01,900,30452
12/07/01,1000,30631
12/07/01,1100,30717
12/07/01,1200,30457
12/07/01,1300,30079
12/07/01,1400,29977
12/07/01,1500,29779
12/07/01,1600,29842
12/07/01,1700,31159
12/07/01,1800,33941
12/07/01,1900,33509
12/07/01,2000,32543
12/07/01,2100,31748
12/07/01,2200,30277
12/07/01,2300,28213
12/07/01,2400,25441
12/06/01,100,22888
12/06/01,200,21862
12/06/01,300,21359
12/06/01,400,21310
12/06/01,500,21770
12/06/01,600,23665
12/06/01,700,27424
12/06/01,800,30145
12/06/01,900,30357
12/06/01,1000,30569
12/06/01,1100,30736
12/06/01,1200,30819
12/06/01,1300,30716
12/06/01,1400,30707
12/06/01,1500,30412
12/06/01,1600,30489
12/06/01,1700,31872
12/06/01,1800,34451
12/06/01,1900,34328
12/06/01,2000,33535
12/06/01,2100,32654
12/06/01,2200,30915
12/06/01,2300,28094
12/06/01,2400,25019
12/05/01,100,23148
12/05/01,200,22322
12/05/01,300,21789
12/05/01,400,21641
12/05/01,500,22291
12/05/01,600,24367
12/05/01,700,28235
12/05/01,800,30676
12/05/01,900,30862
12/05/01,1000,30917
12/05/01,1100,30906
12/05/01,1200,30780
12/05/01,1300,30612
12/05/01,1400,30511
12/05/01,1500,30343
12/05/01,1600,30274
12/05/01,1700,31204
12/05/01,1800,34173
12/05/01,1900,34190
12/05/01,2000,33479
12/05/01,2100,32747
12/05/01,2200,30905
12/05/01,2300,27284
12/05/01,2400,25071
12/04/01,100,24441
12/04/01,200,23638
12/04/01,300,23263
12/04/01,400,23269
12/04/01,500,23885
12/04/01,600,26230
12/04/01,700,30225
12/04/01,800,32159
12/04/01,900,32304
12/04/01,1000,31625
12/04/01,1100,31284
12/04/01,1200,30920
12/04/01,1300,30490
12/04/01,1400,30454
12/04/01,1500,30165
12/04/01,1600,30025
12/04/01,1700,30978
12/04/01,1800,34191
12/04/01,1900,34594
12/04/01,2000,33702
12/04/01,2100,33007
12/04/01,2200,31276
12/04/01,2300,28259
12/04/01,2400,25251
12/03/01,100,23762
12/03/01,200,23100
12/03/01,300,22950
12/03/01,400,23180
12/03/01,500,23923
12/03/01,600,26258
12/03/01,700,30492
12/03/01,800,32640
12/03/01,900,32770
12/03/01,1000,32226
12/03/01,1100,31725
12/03/01,1200,31177
12/03/01,1300,30638
12/03/01,1400,30397
12/03/01,1500,30033
12/03/01,1600,29828
12/03/01,1700,31102
12/03/01,1800,34677
12/03/01,1900,35047
12/03/01,2000,34570
12/03/01,2100,33770
12/03/01,2200,32021
12/03/01,2300,29218
12/03/01,2400,26286
12/02/01,100,21977
12/02/01,200,20853
12/02/01,300,20230
12/02/01,400,19985
12/02/01,500,20067
12/02/01,600,20559
12/02/01,700,21509
12/02/01,800,22480
12/02/01,900,24307
12/02/01,1000,25558
12/02/01,1100,26046
12/02/01,1200,26177
12/02/01,1300,26175
12/02/01,1400,26019
12/02/01,1500,25855
12/02/01,1600,25981
12/02/01,1700,27375
12/02/01,1800,30864
12/02/01,1900,31344
12/02/01,2000,30959
12/02/01,2100,30701
12/02/01,2200,29644
12/02/01,2300,27587
12/02/01,2400,25441
12/01/01,100,22665
12/01/01,200,21430
12/01/01,300,20730
12/01/01,400,20415
12/01/01,500,20428
12/01/01,600,21110
12/01/01,700,22292
12/01/01,800,23394
12/01/01,900,25233
12/01/01,1000,26558
12/01/01,1100,27125
12/01/01,1200,26867
12/01/01,1300,26825
12/01/01,1400,26285
12/01/01,1500,25740
12/01/01,1600,25522
12/01/01,1700,26652
12/01/01,1800,29715
12/01/01,1900,29612
12/01/01,2000,28828
12/01/01,2100,28247
12/01/01,2200,27260
12/01/01,2300,25727
12/01/01,2400,23751
11/30/01,100,23077
11/30/01,200,22027
11/30/01,300,21551
11/30/01,400,21374
11/30/01,500,21851
11/30/01,600,23717
11/30/01,700,27610
11/30/01,800,30087
11/30/01,900,30730
11/30/01,1000,31232
11/30/01,1100,31541
11/30/01,1200,31622
11/30/01,1300,31304
11/30/01,1400,31275
11/30/01,1500,30960
11/30/01,1600,30831
11/30/01,1700,31970
11/30/01,1800,33686
11/30/01,1900,33104
11/30/01,2000,31855
11/30/01,2100,30863
11/30/01,2200,29514
11/30/01,2300,27361
11/30/01,2400,24885
11/29/01,100,22778
11/29/01,200,21825
11/29/01,300,21352
11/29/01,400,21237
11/29/01,500,21711
11/29/01,600,23793
11/29/01,700,27664
11/29/01,800,30271
11/29/01,900,30937
11/29/01,1000,31367
11/29/01,1100,31680
11/29/01,1200,31639
11/29/01,1300,31385
11/29/01,1400,31332
11/29/01,1500,31176
11/29/01,1600,31267
11/29/01,1700,32586
11/29/01,1800,34576
11/29/01,1900,34233
11/29/01,2000,33427
11/29/01,2100,32482
11/29/01,2200,30554
11/29/01,2300,27965
11/29/01,2400,25193
11/28/01,100,23073
11/28/01,200,21945
11/28/01,300,21568
11/28/01,400,21492
11/28/01,500,21957
11/28/01,600,23960
11/28/01,700,27870
11/28/01,800,30090
11/28/01,900,30525
11/28/01,1000,30620
11/28/01,1100,30725
11/28/01,1200,30647
11/28/01,1300,30386
11/28/01,1400,30276
11/28/01,1500,30112
11/28/01,1600,30091
11/28/01,1700,31566
11/28/01,1800,34000
11/28/01,1900,33746
11/28/01,2000,32933
11/28/01,2100,32168
11/28/01,2200,30338
11/28/01,2300,27541
11/28/01,2400,24731
11/27/01,100,22874
11/27/01,200,22015
11/27/01,300,21739
11/27/01,400,21837
11/27/01,500,22492
11/27/01,600,24644
11/27/01,700,28576
11/27/01,800,30472
11/27/01,900,31091
11/27/01,1000,31114
11/27/01,1100,31075
11/27/01,1200,30932
11/27/01,1300,30850
11/27/01,1400,30544
11/27/01,1500,30217
11/27/01,1600,30285
11/27/01,1700,31808
11/27/01,1800,34450
11/27/01,1900,34314
11/27/01,2000,33468
11/27/01,2100,32324
11/27/01,2200,30452
11/27/01,2300,27507
11/27/01,2400,24880
11/26/01,100,20844
11/26/01,200,20019
11/26/01,300,19738
11/26/01,400,19730
11/26/01,500,20423
11/26/01,600,22336
11/26/01,700,25816
11/26/01,800,27836
11/26/01,900,28753
11/26/01,1000,29265
11/26/01,1100,29507
11/26/01,1200,29574
11/26/01,1300,29378
11/26/01,1400,29207
11/26/01,1500,28905
11/26/01,1600,28791
11/26/01,1700,30017
11/26/01,1800,33001
11/26/01,1900,33040
11/26/01,2000,32338
11/26/01,2100,31344
11/26/01,2200,29719
11/26/01,2300,27020
11/26/01,2400,24587
11/25/01,100,21211
11/25/01,200,20033
11/25/01,300,19423
11/25/01,400,19084
11/25/01,500,19031
11/25/01,600,19336
11/25/01,700,20051
11/25/01,800,20775
11/25/01,900,22546
11/25/01,1000,23979
11/25/01,1100,24796
11/25/01,1200,25177
11/25/01,1300,25533
11/25/01,1400,25458
11/25/01,1500,25318
11/25/01,1600,25653
11/25/01,1700,27417
11/25/01,1800,29368
11/25/01,1900,29373
11/25/01,2000,28740
11/25/01,2100,27864
11/25/01,2200,26493
11/25/01,2300,24571
11/25/01,2400,22333
11/24/01,100,22012
11/24/01,200,21066
11/24/01,300,20506
11/24/01,400,20251
11/24/01,500,20261
11/24/01,600,20822
11/24/01,700,21841
11/24/01,800,22978
11/24/01,900,24906
11/24/01,1000,26440
11/24/01,1100,27000
11/24/01,1200,26950
11/24/01,1300,26495
11/24/01,1400,25933
11/24/01,1500,25409
11/24/01,1600,25440
11/24/01,1700,26784
11/24/01,1800,28971
11/24/01,1900,28737
11/24/01,2000,28267
11/24/01,2100,27502
11/24/01,2200,26412
11/24/01,2300,24868
11/24/01,2400,23055
11/23/01,100,22051
11/23/01,200,21382
11/23/01,300,21285
11/23/01,400,21373
11/23/01,500,21936
11/23/01,600,23208
11/23/01,700,25138
11/23/01,800,26208
11/23/01,900,27303
11/23/01,1000,27590
11/23/01,1100,27383
11/23/01,1200,27071
11/23/01,1300,26506
11/23/01,1400,26065
11/23/01,1500,25535
11/23/01,1600,25411
11/23/01,1700,26577
11/23/01,1800,29655
11/23/01,1900,29591
11/23/01,2000,28912
11/23/01,2100,28260
11/23/01,2200,27101
11/23/01,2300,25568
11/23/01,2400,23630
11/22/01,100,24858
11/22/01,200,23781
11/22/01,300,23260
11/22/01,400,23138
11/22/01,500,23346
11/22/01,600,24009
11/22/01,700,25067
11/22/01,800,25857
11/22/01,900,27008
11/22/01,1000,27703
11/22/01,1100,27867
11/22/01,1200,27427
11/22/01,1300,26487
11/22/01,1400,25284
11/22/01,1500,24235
11/22/01,1600,23487
11/22/01,1700,23734
11/22/01,1800,25518
11/22/01,1900,25724
11/22/01,2000,25817
11/22/01,2100,25885
11/22/01,2200,25599
11/22/01,2300,24654
11/22/01,2400,23294
11/21/01,100,25606
11/21/01,200,24807
11/21/01,300,24495
11/21/01,400,24633
11/21/01,500,25375
11/21/01,600,27400
11/21/01,700,31198
11/21/01,800,33049
11/21/01,900,33309
11/21/01,1000,32861
11/21/01,1100,32480
11/21/01,1200,32070
11/21/01,1300,31116
11/21/01,1400,30722
11/21/01,1500,30205
11/21/01,1600,29940
11/21/01,1700,30880
11/21/01,1800,33760
11/21/01,1900,33939
11/21/01,2000,33213
11/21/01,2100,32521
11/21/01,2200,31178
11/21/01,2300,29036
11/21/01,2400,26709
11/20/01,100,22953
11/20/01,200,21969
11/20/01,300,21563
11/20/01,400,21471
11/20/01,500,22182
11/20/01,600,24225
11/20/01,700,28108
11/20/01,800,30431
11/20/01,900,30967
11/20/01,1000,31255
11/20/01,1100,31331
11/20/01,1200,31202
11/20/01,1300,30895
11/20/01,1400,30761
11/20/01,1500,30480
11/20/01,1600,30609
11/20/01,1700,31743
11/20/01,1800,34840
11/20/01,1900,34848
11/20/01,2000,34191
11/20/01,2100,33615
11/20/01,2200,32435
11/20/01,2300,29753
11/20/01,2400,27372
11/19/01,100,22808
11/19/01,200,22228
11/19/01,300,22096
11/19/01,400,22211
11/19/01,500,23069
11/19/01,600,25005
11/19/01,700,28866
11/19/01,800,31001
11/19/01,900,31386
11/19/01,1000,31156
11/19/01,1100,31053
11/19/01,1200,30716
11/19/01,1300,30125
11/19/01,1400,29973
11/19/01,1500,29770
11/19/01,1600,29500
11/19/01,1700,30036
11/19/01,1800,32499
11/19/01,1900,32738
11/19/01,2000,32615
11/19/01,2100,31824
11/19/01,2200,30098
11/19/01,2300,27463
11/19/01,2400,24830
11/18/01,100,22853
11/18/01,200,22130
11/18/01,300,21762
11/18/01,400,21679
11/18/01,500,21889
11/18/01,600,22484
11/18/01,700,23286
11/18/01,800,23988
11/18/01,900,25363
11/18/01,1000,26092
11/18/01,1100,26028
11/18/01,1200,25787
11/18/01,1300,25565
11/18/01,1400,25159
11/18/01,1500,24756
11/18/01,1600,24774
11/18/01,1700,26181
11/18/01,1800,29386
11/18/01,1900,29859
11/18/01,2000,29511
11/18/01,2100,28974
11/18/01,2200,27829
11/18/01,2300,26014
11/18/01,2400,24084
11/17/01,100,22423
11/17/01,200,21105
11/17/01,300,20583
11/17/01,400,20412
11/17/01,500,20598
11/17/01,600,21500
11/17/01,700,22830
11/17/01,800,24228
11/17/01,900,26084
11/17/01,1000,26814
11/17/01,1100,27117
11/17/01,1200,26510
11/17/01,1300,25805
11/17/01,1400,25213
11/17/01,1500,24627
11/17/01,1600,24481
11/17/01,1700,25787
11/17/01,1800,28993
11/17/01,1900,29293
11/17/01,2000,28783
11/17/01,2100,28221
11/17/01,2200,27216
11/17/01,2300,25969
11/17/01,2400,24274
11/16/01,100,23128
11/16/01,200,22164
11/16/01,300,21830
11/16/01,400,21724
11/16/01,500,22205
11/16/01,600,24147
11/16/01,700,27994
11/16/01,800,29556
11/16/01,900,29731
11/16/01,1000,29809
11/16/01,1100,29849
11/16/01,1200,29912
11/16/01,1300,29723
11/16/01,1400,29656
11/16/01,1500,29337
11/16/01,1600,28876
11/16/01,1700,29350
11/16/01,1800,31655
11/16/01,1900,31658
11/16/01,2000,30709
11/16/01,2100,29608
11/16/01,2200,28283
11/16/01,2300,26165
11/16/01,2400,24139
11/15/01,100,23828
11/15/01,200,23068
11/15/01,300,22697
11/15/01,400,22617
11/15/01,500,23230
11/15/01,600,25209
11/15/01,700,29218
11/15/01,800,31094
11/15/01,900,31252
11/15/01,1000,30925
11/15/01,1100,30790
11/15/01,1200,30819
11/15/01,1300,30562
11/15/01,1400,30539
11/15/01,1500,30187
11/15/01,1600,29966
11/15/01,1700,30747
11/15/01,1800,33382
11/15/01,1900,33198
11/15/01,2000,32394
11/15/01,2100,31446
11/15/01,2200,29697
11/15/01,2300,27145
11/15/01,2400,24905
11/14/01,100,24200
11/14/01,200,23484
11/14/01,300,23217
11/14/01,400,23317
11/14/01,500,24073
11/14/01,600,26672
11/14/01,700,30653
11/14/01,800,32457
11/14/01,900,32266
11/14/01,1000,31713
11/14/01,1100,31412
11/14/01,1200,30910
11/14/01,1300,30293
11/14/01,1400,30005
11/14/01,1500,29552
11/14/01,1600,29662
11/14/01,1700,30591
11/14/01,1800,33359
11/14/01,1900,33452
11/14/01,2000,32632
11/14/01,2100,31968
11/14/01,2200,30382
11/14/01,2300,27927
11/14/01,2400,25466
11/13/01,100,24704
11/13/01,200,24106
11/13/01,300,23877
11/13/01,400,23995
11/13/01,500,24784
11/13/01,600,27665
11/13/01,700,31716
11/13/01,800,33260
11/13/01,900,32966
11/13/01,1000,32037
11/13/01,1100,31321
11/13/01,1200,30661
11/13/01,1300,30227
11/13/01,1400,29939
11/13/01,1500,29425
11/13/01,1600,29353
11/13/01,1700,30346
11/13/01,1800,33416
11/13/01,1900,33689
11/13/01,2000,33135
11/13/01,2100,32337
11/13/01,2200,30571
11/13/01,2300,28115
11/13/01,2400,25858
11/12/01,100,23093
11/12/01,200,22707
11/12/01,300,22656
11/12/01,400,22574
11/12/01,500,23418
11/12/01,600,25559
11/12/01,700,29311
11/12/01,800,31110
11/12/01,900,31696
11/12/01,1000,31395
11/12/01,1100,31142
11/12/01,1200,30790
11/12/01,1300,30392
11/12/01,1400,30023
11/12/01,1500,29665
11/12/01,1600,29537
11/12/01,1700,30377
11/12/01,1800,33815
11/12/01,1900,34011
11/12/01,2000,33355
11/12/01,2100,32553
11/12/01,2200,30931
11/12/01,2300,28635
11/12/01,2400,26258
11/11/01,100,21431
